mobile,clv,avg_purchase_amount,max_purchase_amount,min_purchase_amount,purchase_count,last_purchase,first_purchase,age,income,gender,days_since_last_purchase,purchase_frequency,days_since_first_purchase,segment
916815976168,35507.91,3945.3233333333337,9316.05,0.0,9,2024-05-18,1989-07-30,24.0,1093619.55,0,321.0,0.02124144441822044,13032.0,1
916816145550,44345.47,5543.18375,9132.0,810.88,8,2021-11-13,1970-01-19,18.0,753652.15,2,1238.0,0.01268096798055585,20164.0,1
916822662216,40146.63,5018.32875,9226.71,1011.37,8,2011-03-06,1971-07-01,66.0,2116966.13,1,5143.0,0.016559718484785758,19636.0,1
916824341906,25533.809999999998,3647.6871428571426,8350.4,911.02,7,2023-12-29,1988-04-08,51.0,574357.83,2,462.0,0.016094420600858368,13510.0,0
916826834424,38791.27,4848.90875,9663.14,0.0,8,2024-07-15,1986-08-02,36.0,2710102.59,0,263.0,0.017313518972731208,14125.0,1
916829621429,34153.01,5692.168333333334,9520.05,2572.37,6,2011-12-06,1976-10-11,54.0,2072043.25,1,4868.0,0.01401978347223304,17707.0,1
916832810061,26712.99,3816.1414285714286,7883.06,0.0,7,2020-02-26,1977-08-24,58.0,1662223.74,0,1864.0,0.01352569882777277,17390.0,0
916838070464,24808.56,6202.14,8543.79,626.28,4,2013-03-11,2008-03-03,18.0,1531135.42,0,4407.0,0.06543075245365322,6241.0,0
916843828285,38957.75,4328.638888888889,6887.14,1022.4,9,2012-03-15,1975-09-29,52.0,2254582.59,2,4768.0,0.020274836674926786,18085.0,1
916853180912,11653.87,3884.6233333333334,4717.13,2409.65,3,1999-11-25,1974-06-22,68.0,452851.57,2,9262.0,0.00969096586626467,18549.0,2
916854316681,38916.880000000005,6486.146666666667,9262.95,3142.58,6,2024-09-28,1974-10-27,58.0,1596839.21,1,188.0,0.00987166831194472,18422.0,1
916865826728,40942.979999999996,4094.298,7999.87,0.0,10,2017-04-21,1985-07-26,44.0,255403.8,1,2905.0,0.025879917184265012,14497.0,1
916866179751,32863.15,4107.89375,7379.78,622.43,8,2025-02-12,1981-11-01,34.0,2519771.64,0,51.0,0.01518122588399013,15860.0,1
916873324617,58988.78,5898.878,9931.77,1054.07,10,2022-12-16,1974-10-13,42.0,842146.77,0,840.0,0.017049329393043874,18436.0,1
916874443787,43094.76,6156.394285714286,9126.41,1419.96,7,2023-01-06,1976-09-24,31.0,2195194.73,2,819.0,0.012422360248447204,17724.0,1
916888488384,42909.5,4290.95,8635.78,1004.5,10,2025-01-23,1970-08-24,39.0,1447698.01,2,71.0,0.015093580197222782,19947.0,1
916888812214,37456.25,6242.708333333333,9440.97,1085.66,6,2018-05-11,1973-04-04,68.0,738866.02,1,2520.0,0.010926971407758149,18993.0,1
916891790792,8227.48,2742.4933333333333,3873.27,534.77,3,2024-01-08,1991-06-13,40.0,2899208.96,0,452.0,0.007564932335882996,12349.0,0
916897171779,46388.81,6626.972857142857,9936.57,2365.56,7,2023-01-16,1975-02-06,53.0,768497.09,0,809.0,0.011992461881103306,18320.0,1
916902727745,66761.98,7417.997777777778,9922.49,4839.15,9,2006-12-22,1971-12-25,18.0,1016043.61,0,6678.0,0.021125107581566386,19459.0,1
916906164396,21576.37,5394.0925,7971.31,252.9,4,2019-03-28,2017-10-03,43.0,913061.5,2,2199.0,0.22181146025878,2740.0,0
916915490795,28968.32,3621.04,9832.46,136.74,8,2025-01-23,1971-03-06,57.0,358793.06,2,71.0,0.01219388273549436,19753.0,0
916923988689,28034.55,2803.455,7087.53,0.0,10,2019-07-02,1983-09-09,23.0,2276418.52,0,2103.0,0.022935779816513763,15183.0,1
916939042955,46178.759999999995,4617.875999999999,9365.06,0.0,10,2021-05-20,1970-09-21,45.0,234922.08,1,1415.0,0.01621271076523995,19919.0,1
916941975480,40944.41,4094.4410000000003,8181.67,0.0,10,2019-03-04,1971-09-25,55.0,1288291.44,1,2223.0,0.01731401858371328,19550.0,1
916943239974,12656.630000000001,4218.876666666667,8054.84,928.45,3,2010-01-08,2010-01-08,58.0,2111261.58,2,5565.0,3.0,5565.0,2
916948277118,42331.19,4703.4655555555555,8391.14,1855.72,9,2021-12-07,1973-07-10,27.0,608719.92,2,1214.0,0.015269765863590093,18896.0,1
916949324089,29929.14,4275.591428571429,8599.16,583.83,7,2008-12-27,1973-11-04,55.0,2109843.57,0,5942.0,0.01635896237438654,18779.0,0
916954571559,27352.760000000002,3907.537142857143,7872.09,0.0,7,2015-11-03,1971-08-01,39.0,2015138.74,0,3440.0,0.012991030003093101,19605.0,0
916955345537,41324.6,5903.5142857142855,8351.18,1708.5,7,2015-08-30,2002-02-04,20.0,2596990.77,1,3505.0,0.04238143289606458,8460.0,1
916961084962,18675.350000000002,3112.558333333334,8516.2,347.09,6,2017-01-31,1970-05-02,56.0,2432464.7,0,2985.0,0.010541110330288123,20061.0,0
916963110410,25838.87,3229.85875,5986.91,330.08,8,2024-12-22,1970-09-12,68.0,1180252.72,1,103.0,0.01210592686002522,19928.0,0
916963124353,18120.91,3624.182,7165.62,310.43,5,2009-12-12,2009-12-12,27.0,2021698.46,1,5592.0,5.0,5592.0,2
916981049082,37179.27,6196.544999999999,8592.01,3516.53,6,2022-07-19,1972-09-12,69.0,1299666.19,1,990.0,0.009886307464162136,19197.0,1
916983753977,46839.54,4683.954,9405.23,671.54,10,2023-06-08,1988-02-01,67.0,2361599.75,1,666.0,0.023236000309813338,13577.0,1
916994167107,32038.46,6407.692,9809.56,386.63,5,2016-05-08,1977-02-11,23.0,275115.76,2,3253.0,0.010466820180029307,17584.0,1
916997050893,14564.66,4854.886666666666,7357.91,2977.14,3,2002-08-17,1988-02-03,21.0,428404.49,1,8266.0,0.016952345074401957,13575.0,2
916999705716,44110.32,6301.4742857142855,9944.89,1947.72,7,2020-12-14,1982-09-11,44.0,2335500.18,1,1572.0,0.0150279089738085,15546.0,1
917000721711,23896.730000000003,3413.818571428572,9597.87,1050.96,7,2020-09-23,1975-02-08,31.0,2467201.0,0,1654.0,0.012602016322611617,18318.0,0
917006479526,33394.22,5565.703333333334,8966.79,3024.84,6,2024-05-11,2001-11-19,20.0,1296456.25,2,328.0,0.02192715312461932,8537.0,1
917012074766,57697.619999999995,6410.846666666666,9930.89,0.0,9,2022-07-03,1974-12-24,48.0,1782235.73,0,1006.0,0.015554787417905287,18364.0,1
917013592436,49580.51,5508.945555555556,9789.12,0.0,9,2007-05-07,1972-09-10,20.0,509755.57,2,6542.0,0.021332069210713442,19199.0,1
917014096062,39494.83,4388.314444444444,9873.17,1030.87,9,2010-08-27,1976-12-11,31.0,1413641.8,0,5334.0,0.02192982456140351,17646.0,1
917020657023,20761.88,6920.626666666667,8483.95,4194.85,3,2006-06-19,2002-03-16,25.0,2362092.0,0,6864.0,0.05784061696658098,8420.0,2
917025985237,10594.289999999999,3531.43,7078.24,1603.94,3,2013-11-19,1970-10-01,50.0,180186.3,2,4154.0,0.005712472231037766,19909.0,0
917027774780,30500.690000000002,5083.448333333334,8676.68,1175.33,6,2021-10-08,1990-02-13,58.0,1885284.25,2,1274.0,0.015570934256055364,12834.0,0
917027918636,7706.84,1926.71,6486.84,0.0,4,2015-11-05,1992-01-17,31.0,1280401.37,2,3438.0,0.013804210284136663,12131.0,0
917032089545,22860.63,5715.1575,9537.99,3497.4,4,2007-07-19,1983-01-05,27.0,1624286.72,1,6469.0,0.013391362571141614,15430.0,2
917034356087,41776.299999999996,5968.0428571428565,8865.39,1669.61,7,2017-03-23,1970-06-21,42.0,1916174.55,0,2934.0,0.012297241904315746,20011.0,1
917039116218,15352.63,2558.7716666666665,9543.11,0.0,6,2025-02-21,1979-02-28,25.0,2091346.93,0,42.0,0.010717475439118785,16837.0,0
917039116361,49998.55,4999.8550000000005,8899.88,1400.77,10,2013-03-22,1988-02-06,58.0,1618820.83,2,4396.0,0.03269398430688753,13572.0,1
917041929790,36869.11,6144.8516666666665,9952.64,1644.57,6,2018-07-03,1976-04-23,66.0,1514924.5,2,2467.0,0.01167996885341639,17878.0,1
917051802512,28437.879999999997,4062.5542857142855,6884.15,328.02,7,2023-10-10,1976-04-12,19.0,2263418.92,1,542.0,0.012105839626448378,17889.0,0
917052811909,34004.29,3778.2544444444447,9174.06,196.72,9,2018-07-05,1970-05-03,52.0,2317374.33,1,2465.0,0.015345268542199489,20060.0,1
917059096258,40526.72,5789.5314285714285,9672.95,1017.81,7,2024-10-13,1974-02-16,22.0,1179206.0,2,173.0,0.01135012431088531,18675.0,1
917063239503,16212.849999999999,4053.2124999999996,9852.39,0.0,4,2004-05-11,1979-04-02,63.0,1067975.63,2,7633.0,0.013084723585214264,16804.0,0
917064746525,31048.66,5174.776666666667,9442.28,1981.37,6,2008-09-14,1971-07-17,51.0,1436735.5,1,6046.0,0.013260645351407103,19620.0,0
917065354117,49651.78,5516.864444444444,8189.93,2666.19,9,2020-04-26,1970-01-05,48.0,1072264.76,1,1804.0,0.014694677261347556,20178.0,1
917066091571,33104.84,5517.473333333332,9988.25,1819.85,6,2022-06-17,1980-05-27,38.0,409956.78,0,1022.0,0.011717987110214179,16383.0,1
917078557553,33923.29,3392.329,8677.75,230.51,10,2013-11-12,1976-10-31,34.0,1590415.82,1,4161.0,0.022179506136330032,17687.0,1
917087974350,43800.759999999995,4866.751111111111,9255.47,0.0,9,2015-11-01,1975-12-05,70.0,1697637.49,1,3442.0,0.018523600439077935,18018.0,1
917111626210,48086.88,4808.688,9750.07,0.0,10,2017-02-02,1984-07-18,23.0,1809622.83,1,2983.0,0.025237654580634306,14870.0,1
917117407868,37065.82,4118.424444444445,9925.55,630.77,9,2022-03-04,1970-05-20,21.0,2079972.62,1,1127.0,0.014273630788750265,20043.0,1
917119980130,23497.29,5874.3225,7209.57,4171.56,4,2016-07-05,2002-03-21,54.0,1639930.74,1,3195.0,0.022988505747126436,8415.0,0
917120016279,28807.34,3600.9175,8150.04,0.0,8,2007-08-14,1976-12-04,65.0,565879.73,2,6443.0,0.021409455842997322,17653.0,0
917123362233,44211.97,6315.995714285715,9986.79,2305.68,7,2002-07-17,1975-05-01,64.0,1782700.44,2,8297.0,0.02112888620585572,18236.0,1
917131247330,12144.650000000001,2024.1083333333336,8734.12,0.0,6,2021-01-30,1987-12-08,64.0,2646180.88,2,1525.0,0.014867432064095151,13632.0,0
917136646449,37202.33,4133.5922222222225,9368.09,0.0,9,2021-06-10,1970-02-17,31.0,1932717.84,2,1394.0,0.014406915319353288,20135.0,1
917137651678,43127.229999999996,5390.9037499999995,9508.57,1462.15,8,2011-03-03,1970-09-19,59.0,1457727.78,1,5146.0,0.016243654822335026,19921.0,1
917138264176,41390.26,4598.917777777778,7854.37,972.55,9,2022-12-09,1972-05-02,22.0,1488048.21,0,847.0,0.014608018178867066,19330.0,1
917139078760,46222.2,4622.219999999999,8592.39,635.66,10,2015-03-29,1971-09-23,39.0,1422895.31,1,3659.0,0.018876234820361167,19552.0,1
917140169349,8748.79,1749.7580000000003,4018.84,0.0,5,2006-02-16,1986-03-26,34.0,658918.28,1,6987.0,0.02064125498830329,14254.0,0
917146660997,20681.55,3446.9249999999997,6732.78,1089.19,6,2012-06-05,1972-08-14,40.0,747095.04,2,4686.0,0.012379642365887207,19226.0,0
917146731886,14399.710000000001,4799.903333333334,8879.85,0.0,3,2018-03-29,2017-05-31,33.0,1423196.24,0,2563.0,0.2980132450331126,2865.0,0
917146997816,32602.600000000002,3622.5111111111114,8152.25,0.0,9,2020-09-17,1982-02-14,66.0,297093.56,2,1660.0,0.01915572898190848,15755.0,1
917148782098,40287.299999999996,5755.328571428571,9937.64,1912.61,7,2023-05-07,1971-11-10,33.0,1479446.82,0,698.0,0.011166648941827076,19504.0,1
917152750071,42164.35,5270.54375,7927.09,1585.89,8,2016-04-20,1974-01-20,70.0,2233424.71,0,3271.0,0.015553107381245544,18702.0,1
917152798401,44728.83,6389.832857142857,9399.85,609.99,7,2024-11-04,2002-12-23,26.0,916419.05,0,151.0,0.026292725679228746,8138.0,1
917154131362,17228.11,3445.6220000000003,7986.63,151.59,5,2024-02-29,1971-05-31,27.0,1795662.76,2,400.0,0.007785332433694918,19667.0,0
917168041588,44792.909999999996,4479.290999999999,9572.17,0.0,10,2008-08-29,1970-12-24,38.0,1056464.5,1,6062.0,0.021797573203516676,19825.0,1
917172248246,26951.28,3368.91,8612.97,0.0,8,2007-12-29,1977-04-27,32.0,1541454.01,0,6306.0,0.02142283316968669,17509.0,0
917173687378,15680.36,3920.09,7822.22,0.0,4,2019-12-12,1981-12-08,35.0,232516.57,2,1940.0,0.008643664913923503,15823.0,0
917173930637,20105.94,3350.99,7643.63,0.0,6,2021-09-01,1974-11-26,38.0,234433.13,0,1311.0,0.010538024705813477,18392.0,0
917179714407,30084.8,5014.133333333333,8997.16,0.0,6,2004-08-11,1974-05-02,58.0,1013038.24,2,7541.0,0.01627633601591464,18600.0,0
917180484299,26029.23,3253.65375,8576.86,0.0,8,2017-06-28,1972-06-09,19.0,982456.24,1,2837.0,0.014585232452142206,19292.0,0
917182894728,26676.48,6669.12,8306.07,3031.37,4,2017-12-16,1983-01-22,48.0,256777.16,0,2666.0,0.009413979759943517,15413.0,0
917186473561,49112.770000000004,4911.277,8934.12,0.0,10,2022-03-10,1970-08-23,26.0,2612476.76,0,1121.0,0.015934562065119243,19948.0,1
917186564497,33772.21,5628.701666666667,8363.33,3233.34,6,2020-02-19,1986-05-27,56.0,2148373.69,2,1871.0,0.014609203798392988,14192.0,1
917187486518,36581.27,5225.895714285713,9361.64,0.0,7,2024-08-29,1978-08-07,22.0,1108408.41,2,218.0,0.012482168330955778,17042.0,1
917191714875,40855.1,4539.455555555555,9832.17,0.0,9,2013-11-02,1980-01-06,52.0,1905734.11,1,4171.0,0.021855269548324428,16525.0,1
917194675791,54790.49,5479.049,9980.79,1138.77,10,2024-09-24,1970-07-11,44.0,836541.68,1,192.0,0.015152280418202938,19991.0,1
917196050747,27849.91,3481.23875,7026.46,0.0,8,2018-11-11,1976-08-13,22.0,1615344.94,2,2336.0,0.015554115359688916,17766.0,0
917201474778,28490.64,3561.33,8394.02,113.93,8,2019-02-17,1985-02-10,57.0,1313130.27,1,2238.0,0.0193158953722334,14663.0,0
917201628712,42503.7,4722.633333333333,9232.02,0.0,9,2019-10-17,1976-07-13,48.0,323790.35,0,1996.0,0.01708752610594266,17797.0,1
917215018687,53989.95,5398.995,9163.86,362.41,10,2024-09-01,1973-03-20,41.0,1212628.15,0,215.0,0.015963390624168575,19008.0,1
917233708056,23798.309999999998,5949.577499999999,7892.75,4664.41,4,2005-03-15,1987-07-02,30.0,2304346.52,0,7325.0,0.018558614290133002,13791.0,2
917236045959,34147.14,3414.714,9061.44,0.0,10,2024-10-02,1972-12-04,68.0,2206743.48,1,184.0,0.01584786053882726,19114.0,1
917248029429,38967.18,3896.718,8818.02,0.0,10,2018-12-15,1971-03-05,31.0,1928877.63,2,2302.0,0.01719000687600275,19754.0,1
917250949136,46863.24,5207.026666666667,9302.26,1845.53,9,2018-09-05,1975-08-02,62.0,1842361.91,1,2403.0,0.017153748411689963,18143.0,1
917251258015,35351.78,3535.178,9888.66,166.25,10,2014-04-14,1982-08-23,31.0,1399596.62,2,4008.0,0.025958293674829106,15565.0,1
917253535854,36829.8,4603.725,7592.31,1184.22,8,2024-11-20,1980-04-20,49.0,2808061.22,2,135.0,0.01473748848633712,16420.0,1
917259191105,12690.53,4230.176666666667,5710.6,1990.0,3,2024-09-17,1975-03-31,42.0,374580.56,2,199.0,0.004981182200575604,18267.0,0
917263732197,32678.48,6535.696,9910.18,678.88,5,2020-05-17,2008-01-10,68.0,199143.29,1,1783.0,0.03325205054311682,6294.0,1
917267489756,38689.25,4836.15625,9949.15,252.27,8,2024-08-04,1974-09-04,41.0,406880.12,0,243.0,0.013163668275559455,18475.0,1
917267841227,29397.21,3674.65125,8857.35,408.76,8,2019-05-17,1975-10-23,55.0,2202034.02,1,2149.0,0.015082956259426848,18061.0,0
917270417388,21402.300000000003,5350.575000000001,7603.01,2902.27,4,2018-07-25,1998-05-24,26.0,591593.74,1,2445.0,0.01628885570788652,9812.0,0
917272368870,19636.75,3927.35,7191.49,1500.95,5,2022-04-04,1996-12-18,24.0,2522990.84,1,1096.0,0.016237280796709243,10334.0,0
917281459294,36973.4,5281.914285714286,8597.11,2145.24,7,2001-04-20,1981-02-17,18.0,2305111.33,0,8750.0,0.028505497488801414,16117.0,1
917281944343,16037.670000000002,5345.89,8848.78,1663.96,3,1998-12-08,1987-03-03,56.0,1885792.8,2,9614.0,0.020939972080037225,13912.0,2
917282044148,46919.31,5864.91375,9914.62,1626.0,8,2023-02-13,1971-03-29,33.0,945168.23,1,781.0,0.012665576019842736,19730.0,1
917282531582,23342.24,5835.56,8375.15,3005.38,4,1993-05-19,1972-02-14,18.0,2836813.72,0,11643.0,0.015453960077269801,19408.0,2
917285201700,43954.53,4883.836666666666,9874.13,0.0,9,2004-03-26,1982-04-29,57.0,2257060.18,2,7679.0,0.033741564608847786,15681.0,1
917289326948,27557.53,5511.505999999999,9313.98,0.0,5,2020-02-06,2000-02-18,60.0,1171716.83,1,1884.0,0.020567667626491155,9177.0,0
917290641764,19831.71,3305.285,9319.6,497.83,6,2018-09-28,1970-02-11,51.0,779971.81,0,2380.0,0.010134564495242386,20141.0,0
917292569882,26919.660000000003,4486.610000000001,9098.39,680.59,6,2016-12-31,1997-01-12,29.0,1904217.51,0,3016.0,0.024681201151789386,10309.0,0
917296068379,24667.52,4933.504,9804.98,350.62,5,2019-07-31,1970-12-09,70.0,1063895.58,1,2074.0,0.008443093549476527,19840.0,0
917296502486,21980.510000000002,5495.1275000000005,9042.56,831.66,4,2019-08-20,1976-12-01,26.0,2664121.13,1,2054.0,0.007691321625432636,17656.0,0
917305280521,19734.76,3946.9519999999998,9901.47,1871.17,5,2020-11-20,1976-03-26,44.0,1756849.21,2,1596.0,0.00919681177191907,17906.0,0
917316935719,18588.91,3717.782,9613.59,0.0,5,2024-12-12,1977-01-16,62.0,1443174.0,0,113.0,0.008572898211121907,17610.0,0
917323959527,10087.15,2521.7875,4694.28,794.12,4,2009-10-28,1989-05-27,45.0,513219.73,0,5637.0,0.016087947446038343,13096.0,0
917328390707,24901.73,4980.346,9175.61,269.15,5,2016-11-09,2005-06-05,57.0,1885172.35,2,3068.0,0.035928143712574856,7243.0,0
917329154472,21807.25,3634.5416666666665,9094.15,0.0,6,2018-02-20,1972-12-16,32.0,1671931.78,0,2600.0,0.010907768755302387,19102.0,0
917331765783,26743.02,4457.17,9550.57,236.87,6,2020-06-16,1973-11-08,20.0,1049448.09,2,1753.0,0.010574550581600282,18775.0,0
917338472296,33753.49,5625.581666666666,9882.96,389.21,6,1997-11-06,1983-11-11,39.0,598616.44,2,10011.0,0.03523194362889019,15120.0,2
917348762713,31331.719999999998,4475.96,8278.39,0.0,7,2021-06-29,1976-01-25,28.0,1431265.23,0,1375.0,0.012656702025072323,17967.0,1
917360049298,54319.7,6035.522222222222,8298.23,3591.35,9,2000-08-16,1975-11-02,52.0,1233026.78,2,8997.0,0.02982107355864811,18051.0,1
917368878709,17657.79,5885.93,9831.21,2923.82,3,2003-06-23,1998-04-10,20.0,990489.55,0,7956.0,0.04736842105263158,9856.0,2
917372322277,16931.17,5643.723333333332,6464.59,4767.0,3,2001-05-03,1982-09-23,33.0,1138408.86,1,8737.0,0.013241135795203767,15534.0,2
917374110948,6961.719999999999,2320.5733333333333,4147.41,836.73,3,2015-05-31,1985-04-27,44.0,2760186.08,0,3596.0,0.008188517878264034,14587.0,0
917382308441,51166.99,7309.57,9584.44,3135.14,7,1999-12-16,1972-09-27,56.0,1877558.21,2,9241.0,0.02112463534855648,19182.0,1
917389803385,14764.289999999999,3691.0724999999998,5401.95,453.62,4,2019-11-12,1981-03-10,69.0,2556209.65,1,1970.0,0.008494973807164094,16096.0,0
917391874847,25314.53,4219.088333333333,7978.76,0.0,6,2020-09-22,1978-08-18,20.0,2944680.88,1,1655.0,0.011706555671175858,17031.0,0
917408405265,16839.3,2806.5499999999997,6872.2,0.0,6,2020-08-28,1987-09-25,38.0,442404.04,2,1680.0,0.014967570264427075,13706.0,0
917409874348,18298.61,6099.536666666667,8771.08,862.86,3,1992-06-25,1970-12-16,60.0,700419.9,0,11971.0,0.011447468837445943,19833.0,2
917410235649,40286.54,4476.282222222222,9756.56,292.9,9,2023-06-14,1971-02-24,38.0,1534704.51,2,660.0,0.014133905669266608,19763.0,1
917419931729,17417.72,4354.43,9747.64,924.34,4,2012-08-12,1981-09-29,62.0,2809404.38,1,4618.0,0.010643015521064302,15893.0,0
917421919938,32619.059999999998,3261.906,8429.33,457.76,10,2021-03-21,1970-11-22,32.0,2040503.26,0,1475.0,0.01632031335001632,19857.0,1
917422663210,23749.53,3958.2549999999997,9281.83,397.27,6,2008-07-26,1983-06-11,70.0,197415.32,2,6096.0,0.01961425302386401,15273.0,0
917422796478,34425.64,4303.205,8635.85,412.63,8,2010-03-02,1970-09-18,45.0,1987985.64,2,5512.0,0.016655100624566273,19922.0,1
917426862057,39067.32,4883.415,7933.89,545.46,8,2015-06-04,1992-04-29,18.0,2854146.87,2,3592.0,0.02844950213371266,12028.0,1
917428156550,11189.56,3729.853333333333,9215.54,562.3,3,2014-05-07,2000-03-30,55.0,2245282.91,1,3985.0,0.017472335468841003,9136.0,0
917432410914,27754.05,4625.675,6695.54,1218.59,6,2022-06-19,1972-11-05,31.0,294148.76,1,1020.0,0.009932130441979804,19143.0,0
917432614422,16884.74,4221.185,6688.91,1360.72,4,2017-04-24,1979-10-30,44.0,275647.27,1,2902.0,0.008764882039295888,16593.0,0
917449827559,52242.02,5804.668888888888,9485.81,382.25,9,2023-10-31,1971-05-14,59.0,2838873.95,0,521.0,0.014089651933413348,19684.0,1
917450065086,15522.5,3104.5,6142.64,0.0,5,2007-08-11,1983-10-22,64.0,2720702.55,2,6446.0,0.01725327812284334,15140.0,0
917461115950,31922.85,5320.474999999999,8780.56,2889.49,6,2020-09-06,1974-10-03,48.0,1473660.15,2,1671.0,0.010730253353204173,18446.0,0
917463320861,36682.84,5240.405714285714,8903.88,0.0,7,2020-11-09,1983-02-03,48.0,1514335.49,1,1607.0,0.015224010439321443,15401.0,1
917463957634,36166.64,3616.6639999999998,7746.01,1388.12,10,2022-07-04,1975-07-22,59.0,2063701.96,0,1005.0,0.017493731412910375,18154.0,1
917472567340,25170.2,5034.04,7042.69,3733.81,5,2024-12-08,1974-11-01,35.0,1283929.49,0,117.0,0.00819672131147541,18417.0,0
917479740208,22285.93,4457.186,6978.2,469.58,5,2011-09-29,1984-03-05,22.0,279075.94,2,4936.0,0.014897209256132684,15005.0,0
917487878460,43815.54,7302.59,9961.46,1618.77,6,2021-05-07,1980-03-14,44.0,814043.56,2,1428.0,0.011976844766784218,16457.0,1
917489087190,29181.0,3647.625,9953.73,0.0,8,2025-01-28,1973-06-19,18.0,616923.0,2,66.0,0.012731420083815182,18917.0,0
917493660313,30027.65,7506.9125,9580.04,3536.78,4,2020-01-21,1985-06-25,26.0,2012572.18,1,1900.0,0.009502692429521698,14528.0,1
917498098234,40981.02,5122.6275,8805.72,169.39,8,2017-12-10,1979-01-23,49.0,1053566.12,2,2672.0,0.016900218294486305,16873.0,1
917503068227,36727.84,3672.7839999999997,8232.1,0.0,10,2021-05-12,1978-06-07,52.0,2999737.31,1,1423.0,0.01913265306122449,17103.0,1
917509834067,13780.56,3445.14,6427.86,957.68,4,2024-11-21,1992-05-11,55.0,2230526.07,0,134.0,0.0100993098804915,12016.0,0
917512585138,23102.239999999998,3850.373333333333,9455.98,0.0,6,2021-03-21,1976-01-28,28.0,2238400.88,1,1475.0,0.010916368488082964,17964.0,0
917513206988,34156.36,5692.7266666666665,9968.69,3079.89,6,2013-03-16,1992-02-02,32.0,1880135.24,1,4402.0,0.02333722287047841,12115.0,1
917515333350,17083.42,4270.855,6263.74,1418.36,4,1984-11-23,1973-07-19,45.0,154458.36,1,14742.0,0.02895054282267793,18887.0,2
917515672889,20223.59,5055.8975,7618.54,356.17,4,2005-07-10,1995-05-17,33.0,763161.6,1,7208.0,0.032371189641219315,10915.0,2
917518692176,37025.2,4628.15,9255.33,0.0,8,2022-03-20,1975-09-13,60.0,498359.16,2,1111.0,0.014125956444967627,18101.0,1
917519038154,41747.770000000004,4174.777,9086.35,0.0,10,2022-09-01,1976-12-23,33.0,2050760.22,2,946.0,0.01797698945349952,17634.0,1
917521696479,27631.449999999997,3453.9312499999996,9594.57,0.0,8,1996-10-29,1975-09-16,24.0,2028100.84,0,10384.0,0.0311122634171636,18098.0,2
917523961606,9701.84,3233.9466666666667,6669.06,0.0,3,2005-01-17,1985-10-02,38.0,1539517.31,0,7382.0,0.012771392081736908,14429.0,0
917524751277,26034.39,5206.878,9979.75,1813.57,5,1995-11-20,1976-11-20,33.0,2024164.69,1,10728.0,0.021616947686986597,17667.0,2
917533897596,19310.37,6436.79,9832.4,3102.92,3,2023-10-11,2005-03-08,44.0,2861888.73,1,541.0,0.01325283463407451,7332.0,0
917537965898,35584.51,4448.06375,9962.28,0.0,8,2024-02-09,1975-02-13,68.0,1782129.42,1,420.0,0.013413066562342818,18313.0,1
917544167403,45009.0,5626.125,9805.83,569.55,8,2024-03-04,1985-06-09,20.0,2403554.61,2,396.0,0.016963528413910092,14544.0,1
917547110201,18759.16,3126.5266666666666,4721.55,0.0,6,2018-12-25,1971-08-05,20.0,2578908.75,2,2292.0,0.010399214281587613,19601.0,0
917548058189,38249.55,5464.221428571429,9781.23,2764.66,7,2006-04-08,1972-01-22,35.0,416018.96,0,6936.0,0.01680672268907563,19431.0,1
917549748436,39986.6,4442.955555555555,9745.12,1227.02,9,2021-03-30,1986-07-04,49.0,587731.31,1,1466.0,0.021279949558638083,14154.0,1
917554945552,30421.6,7605.4,9999.56,3521.26,4,2007-12-14,1972-05-21,48.0,1427584.36,2,6321.0,0.009237875288683603,19311.0,2
917563267151,28585.0,4764.166666666667,7020.92,2145.82,6,2015-11-04,1975-12-20,18.0,281047.36,0,3439.0,0.012359241966492723,18003.0,0
917570267413,39115.229999999996,5587.889999999999,9243.64,3592.14,7,2022-05-29,1972-05-11,39.0,1739820.74,1,1041.0,0.011487964989059081,19321.0,1
917575659319,51539.28,5153.928,8672.21,298.87,10,2020-05-12,1971-05-08,67.0,1697852.62,2,1788.0,0.016757904144788293,19690.0,1
917576038028,37065.38,4633.1725,9529.44,770.79,8,2021-02-05,1975-02-05,54.0,542431.06,0,1519.0,0.014284013807880013,18321.0,1
917578665411,39683.31,4960.41375,9852.82,348.35,8,2017-11-06,1977-09-22,24.0,444124.37,0,2706.0,0.016376663254861822,17361.0,1
917585770584,45473.479999999996,5052.608888888888,9997.72,0.0,9,2021-02-09,1973-09-15,52.0,252680.19,2,1515.0,0.015594316737899966,18829.0,1
917593482331,32095.82,4011.9775,6343.99,1159.55,8,2023-04-01,1977-12-03,52.0,1257640.62,2,734.0,0.014497130776200544,17289.0,1
917597785308,32820.58,5470.096666666667,9709.72,802.12,6,2015-12-17,1980-01-29,46.0,2854147.06,0,3396.0,0.013734167556844193,16502.0,1
917603337351,51149.46,5114.946,9386.01,143.91,10,2018-06-09,1974-01-14,37.0,483304.38,2,2491.0,0.018499105876549297,18708.0,1
917604706474,27296.55,4549.425,8679.1,360.91,6,2015-08-31,1982-11-20,65.0,2968188.19,0,3504.0,0.015035081857667892,15476.0,0
917608297407,25854.96,5170.992,9937.64,120.58,5,2023-09-08,1970-05-15,59.0,2896780.32,0,574.0,0.00770257779603574,20048.0,0
917612446667,31226.95,5204.491666666667,8120.2,138.34,6,2021-02-20,1972-03-31,40.0,1726157.52,0,1504.0,0.010079516183223206,19362.0,0
