mobile,total_spent,avg_transaction_value,max_purchase_amount,min_purchase_amount,purchase_count,first_purchase,last_purchase,days_since_first_purchase,days_since_last_purchase
917154131362,17228.11,3445.6220000000003,7986.63,151.59,5,1971-05-31,2024-02-29,19667.0,400.0
917168041588,44792.909999999996,4479.290999999999,9572.17,0.0,10,1970-12-24,2008-08-29,19825.0,6062.0
917172248246,26951.28,3368.91,8612.97,0.0,8,1977-04-27,2007-12-29,17509.0,6306.0
917173687378,15680.36,3920.09,7822.22,0.0,4,1981-12-08,2019-12-12,15823.0,1940.0
917173930637,20105.94,3350.99,7643.63,0.0,6,1974-11-26,2021-09-01,18392.0,1311.0
917179714407,30084.8,5014.133333333333,8997.16,0.0,6,1974-05-02,2004-08-11,18600.0,7541.0
917180484299,26029.23,3253.65375,8576.86,0.0,8,1972-06-09,2017-06-28,19292.0,2837.0
917182894728,26676.48,6669.12,8306.07,3031.37,4,1983-01-22,2017-12-16,15413.0,2666.0
917186473561,49112.770000000004,4911.277,8934.12,0.0,10,1970-08-23,2022-03-10,19948.0,1121.0
917186564497,33772.21,5628.701666666667,8363.33,3233.34,6,1986-05-27,2020-02-19,14192.0,1871.0
917187486518,36581.27,5225.895714285713,9361.64,0.0,7,1978-08-07,2024-08-29,17042.0,218.0
917191714875,40855.1,4539.455555555555,9832.17,0.0,9,1980-01-06,2013-11-02,16525.0,4171.0
917194675791,54790.49,5479.049,9980.79,1138.77,10,1970-07-11,2024-09-24,19991.0,192.0
917196050747,27849.91,3481.23875,7026.46,0.0,8,1976-08-13,2018-11-11,17766.0,2336.0
917201474778,28490.64,3561.33,8394.02,113.93,8,1985-02-10,2019-02-17,14663.0,2238.0
917201628712,42503.7,4722.633333333333,9232.02,0.0,9,1976-07-13,2019-10-17,17797.0,1996.0
917215018687,53989.95,5398.995,9163.86,362.41,10,1973-03-20,2024-09-01,19008.0,215.0
917233708056,23798.309999999998,5949.577499999999,7892.75,4664.41,4,1987-07-02,2005-03-15,13791.0,7325.0
917236045959,34147.14,3414.714,9061.44,0.0,10,1972-12-04,2024-10-02,19114.0,184.0
917248029429,38967.18,3896.718,8818.02,0.0,10,1971-03-05,2018-12-15,19754.0,2302.0
917250949136,46863.24,5207.026666666667,9302.26,1845.53,9,1975-08-02,2018-09-05,18143.0,2403.0
917251258015,35351.78,3535.178,9888.66,166.25,10,1982-08-23,2014-04-14,15565.0,4008.0
917253535854,36829.8,4603.725,7592.31,1184.22,8,1980-04-20,2024-11-20,16420.0,135.0
917259191105,12690.53,4230.176666666667,5710.6,1990.0,3,1975-03-31,2024-09-17,18267.0,199.0
917263732197,32678.48,6535.696,9910.18,678.88,5,2008-01-10,2020-05-17,6294.0,1783.0
917267489756,38689.25,4836.15625,9949.15,252.27,8,1974-09-04,2024-08-04,18475.0,243.0
917267841227,29397.21,3674.65125,8857.35,408.76,8,1975-10-23,2019-05-17,18061.0,2149.0
917270417388,21402.300000000003,5350.575000000001,7603.01,2902.27,4,1998-05-24,2018-07-25,9812.0,2445.0
917272368870,19636.75,3927.35,7191.49,1500.95,5,1996-12-18,2022-04-04,10334.0,1096.0
917281459294,36973.4,5281.914285714286,8597.11,2145.24,7,1981-02-17,2001-04-20,16117.0,8750.0
917281944343,16037.670000000002,5345.89,8848.78,1663.96,3,1987-03-03,1998-12-08,13912.0,9614.0
917282044148,46919.31,5864.91375,9914.62,1626.0,8,1971-03-29,2023-02-13,19730.0,781.0
917282531582,23342.24,5835.56,8375.15,3005.38,4,1972-02-14,1993-05-19,19408.0,11643.0
917285201700,43954.53,4883.836666666666,9874.13,0.0,9,1982-04-29,2004-03-26,15681.0,7679.0
917289326948,27557.53,5511.505999999999,9313.98,0.0,5,2000-02-18,2020-02-06,9177.0,1884.0
917290641764,19831.71,3305.285,9319.6,497.83,6,1970-02-11,2018-09-28,20141.0,2380.0
917292569882,26919.660000000003,4486.610000000001,9098.39,680.59,6,1997-01-12,2016-12-31,10309.0,3016.0
917296068379,24667.52,4933.504,9804.98,350.62,5,1970-12-09,2019-07-31,19840.0,2074.0
917296502486,21980.510000000002,5495.1275000000005,9042.56,831.66,4,1976-12-01,2019-08-20,17656.0,2054.0
917305280521,19734.76,3946.9519999999998,9901.47,1871.17,5,1976-03-26,2020-11-20,17906.0,1596.0
917316935719,18588.91,3717.782,9613.59,0.0,5,1977-01-16,2024-12-12,17610.0,113.0
917323959527,10087.15,2521.7875,4694.28,794.12,4,1989-05-27,2009-10-28,13096.0,5637.0
917328390707,24901.73,4980.346,9175.61,269.15,5,2005-06-05,2016-11-09,7243.0,3068.0
917329154472,21807.25,3634.5416666666665,9094.15,0.0,6,1972-12-16,2018-02-20,19102.0,2600.0
917331765783,26743.02,4457.17,9550.57,236.87,6,1973-11-08,2020-06-16,18775.0,1753.0
917338472296,33753.49,5625.581666666666,9882.96,389.21,6,1983-11-11,1997-11-06,15120.0,10011.0
917348762713,31331.719999999998,4475.96,8278.39,0.0,7,1976-01-25,2021-06-29,17967.0,1375.0
917360049298,54319.7,6035.522222222222,8298.23,3591.35,9,1975-11-02,2000-08-16,18051.0,8997.0
917368878709,17657.79,5885.93,9831.21,2923.82,3,1998-04-10,2003-06-23,9856.0,7956.0
917372322277,16931.17,5643.723333333332,6464.59,4767.0,3,1982-09-23,2001-05-03,15534.0,8737.0
917374110948,6961.719999999999,2320.5733333333333,4147.41,836.73,3,1985-04-27,2015-05-31,14587.0,3596.0
917382308441,51166.99,7309.57,9584.44,3135.14,7,1972-09-27,1999-12-16,19182.0,9241.0
917389803385,14764.289999999999,3691.0724999999998,5401.95,453.62,4,1981-03-10,2019-11-12,16096.0,1970.0
917391874847,25314.53,4219.088333333333,7978.76,0.0,6,1978-08-18,2020-09-22,17031.0,1655.0
917408405265,16839.3,2806.5499999999997,6872.2,0.0,6,1987-09-25,2020-08-28,13706.0,1680.0
917409874348,18298.61,6099.536666666667,8771.08,862.86,3,1970-12-16,1992-06-25,19833.0,11971.0
917410235649,40286.54,4476.282222222222,9756.56,292.9,9,1971-02-24,2023-06-14,19763.0,660.0
917419931729,17417.72,4354.43,9747.64,924.34,4,1981-09-29,2012-08-12,15893.0,4618.0
917421919938,32619.059999999998,3261.906,8429.33,457.76,10,1970-11-22,2021-03-21,19857.0,1475.0
917422663210,23749.53,3958.2549999999997,9281.83,397.27,6,1983-06-11,2008-07-26,15273.0,6096.0
917422796478,34425.64,4303.205,8635.85,412.63,8,1970-09-18,2010-03-02,19922.0,5512.0
917426862057,39067.32,4883.415,7933.89,545.46,8,1992-04-29,2015-06-04,12028.0,3592.0
917428156550,11189.56,3729.853333333333,9215.54,562.3,3,2000-03-30,2014-05-07,9136.0,3985.0
917432410914,27754.05,4625.675,6695.54,1218.59,6,1972-11-05,2022-06-19,19143.0,1020.0
917432614422,16884.74,4221.185,6688.91,1360.72,4,1979-10-30,2017-04-24,16593.0,2902.0
917449827559,52242.02,5804.668888888888,9485.81,382.25,9,1971-05-14,2023-10-31,19684.0,521.0
917450065086,15522.5,3104.5,6142.64,0.0,5,1983-10-22,2007-08-11,15140.0,6446.0
917461115950,31922.85,5320.474999999999,8780.56,2889.49,6,1974-10-03,2020-09-06,18446.0,1671.0
917463320861,36682.84,5240.405714285714,8903.88,0.0,7,1983-02-03,2020-11-09,15401.0,1607.0
917463957634,36166.64,3616.6639999999998,7746.01,1388.12,10,1975-07-22,2022-07-04,18154.0,1005.0
917472567340,25170.2,5034.04,7042.69,3733.81,5,1974-11-01,2024-12-08,18417.0,117.0
917479740208,22285.93,4457.186,6978.2,469.58,5,1984-03-05,2011-09-29,15005.0,4936.0
917487878460,43815.54,7302.59,9961.46,1618.77,6,1980-03-14,2021-05-07,16457.0,1428.0
917489087190,29181.0,3647.625,9953.73,0.0,8,1973-06-19,2025-01-28,18917.0,66.0
917493660313,30027.65,7506.9125,9580.04,3536.78,4,1985-06-25,2020-01-21,14528.0,1900.0
917498098234,40981.02,5122.6275,8805.72,169.39,8,1979-01-23,2017-12-10,16873.0,2672.0
917503068227,36727.84,3672.7839999999997,8232.1,0.0,10,1978-06-07,2021-05-12,17103.0,1423.0
917509834067,13780.56,3445.14,6427.86,957.68,4,1992-05-11,2024-11-21,12016.0,134.0
917512585138,23102.239999999998,3850.373333333333,9455.98,0.0,6,1976-01-28,2021-03-21,17964.0,1475.0
917513206988,34156.36,5692.7266666666665,9968.69,3079.89,6,1992-02-02,2013-03-16,12115.0,4402.0
917515333350,17083.42,4270.855,6263.74,1418.36,4,1973-07-19,1984-11-23,18887.0,14742.0
917515672889,20223.59,5055.8975,7618.54,356.17,4,1995-05-17,2005-07-10,10915.0,7208.0
917518692176,37025.2,4628.15,9255.33,0.0,8,1975-09-13,2022-03-20,18101.0,1111.0
917519038154,41747.770000000004,4174.777,9086.35,0.0,10,1976-12-23,2022-09-01,17634.0,946.0
917521696479,27631.449999999997,3453.9312499999996,9594.57,0.0,8,1975-09-16,1996-10-29,18098.0,10384.0
917523961606,9701.84,3233.9466666666667,6669.06,0.0,3,1985-10-02,2005-01-17,14429.0,7382.0
917524751277,26034.39,5206.878,9979.75,1813.57,5,1976-11-20,1995-11-20,17667.0,10728.0
917533897596,19310.37,6436.79,9832.4,3102.92,3,2005-03-08,2023-10-11,7332.0,541.0
917537965898,35584.51,4448.06375,9962.28,0.0,8,1975-02-13,2024-02-09,18313.0,420.0
917544167403,45009.0,5626.125,9805.83,569.55,8,1985-06-09,2024-03-04,14544.0,396.0
917547110201,18759.16,3126.5266666666666,4721.55,0.0,6,1971-08-05,2018-12-25,19601.0,2292.0
917548058189,38249.55,5464.221428571429,9781.23,2764.66,7,1972-01-22,2006-04-08,19431.0,6936.0
917549748436,39986.6,4442.955555555555,9745.12,1227.02,9,1986-07-04,2021-03-30,14154.0,1466.0
917554945552,30421.6,7605.4,9999.56,3521.26,4,1972-05-21,2007-12-14,19311.0,6321.0
917563267151,28585.0,4764.166666666667,7020.92,2145.82,6,1975-12-20,2015-11-04,18003.0,3439.0
917570267413,39115.229999999996,5587.889999999999,9243.64,3592.14,7,1972-05-11,2022-05-29,19321.0,1041.0
917575659319,51539.28,5153.928,8672.21,298.87,10,1971-05-08,2020-05-12,19690.0,1788.0
917576038028,37065.38,4633.1725,9529.44,770.79,8,1975-02-05,2021-02-05,18321.0,1519.0
917578665411,39683.31,4960.41375,9852.82,348.35,8,1977-09-22,2017-11-06,17361.0,2706.0
917585770584,45473.479999999996,5052.608888888888,9997.72,0.0,9,1973-09-15,2021-02-09,18829.0,1515.0
917593482331,32095.82,4011.9775,6343.99,1159.55,8,1977-12-03,2023-04-01,17289.0,734.0
917597785308,32820.58,5470.096666666667,9709.72,802.12,6,1980-01-29,2015-12-17,16502.0,3396.0
917603337351,51149.46,5114.946,9386.01,143.91,10,1974-01-14,2018-06-09,18708.0,2491.0
917604706474,27296.55,4549.425,8679.1,360.91,6,1982-11-20,2015-08-31,15476.0,3504.0
917608297407,25854.96,5170.992,9937.64,120.58,5,1970-05-15,2023-09-08,20048.0,574.0
917612446667,31226.95,5204.491666666667,8120.2,138.34,6,1972-03-31,2021-02-20,19362.0,1504.0
917619924126,46116.97,6588.138571428572,9228.52,3845.73,7,1973-01-28,1989-10-07,19059.0,12963.0
917619930972,27724.12,4620.6866666666665,6446.75,1341.92,6,1989-09-08,2023-12-10,12992.0,481.0
917626558140,12202.79,3050.6975,5443.01,107.56,4,1971-09-02,1996-06-27,19573.0,10508.0
917627746667,38760.82,5537.26,9475.55,210.64,7,1976-11-21,2016-11-26,17666.0,3051.0
917628238707,19331.46,3866.292,8491.57,1551.27,5,1978-06-19,2005-08-22,17091.0,7165.0
917628980027,52058.7,5205.87,8954.94,231.11,10,1976-11-04,2024-04-18,17683.0,351.0
917629748727,18067.61,3613.522,6722.03,438.81,5,1981-01-15,2019-10-02,16150.0,2011.0
917632905061,28871.43,4811.905,9484.61,0.0,6,1979-04-27,2023-03-07,16779.0,759.0
917635825546,34096.59,4870.941428571428,9935.06,326.48,7,1980-11-08,2022-11-21,16218.0,865.0
917637982876,59554.32,6617.1466666666665,9302.19,455.23,9,1971-09-22,2008-10-31,19553.0,5999.0
917644847276,18618.7,3723.7400000000002,6263.73,196.56,5,1978-01-15,2016-07-29,17246.0,3171.0
917645272822,30611.149999999998,5101.858333333333,9384.15,325.12,6,1987-04-15,2014-08-24,13869.0,3876.0
917649910946,16078.51,3215.702,7790.29,728.85,5,1972-10-05,1995-05-17,19174.0,10915.0
917652244897,10144.64,3381.5466666666666,6595.63,1397.25,3,2000-04-29,2020-09-22,9106.0,1655.0
917664534549,31638.699999999997,4519.814285714286,9837.0,231.38,7,1974-12-29,2017-01-04,18359.0,3012.0
917668084889,38753.09,6458.848333333332,9640.99,3692.82,6,1971-10-10,2000-05-27,19535.0,9078.0
917669192918,29910.7,4272.957142857143,9576.84,0.0,7,1982-07-25,2009-07-29,15594.0,5728.0
917672790155,13608.93,4536.31,6813.3,0.0,3,1996-09-18,2025-02-25,10425.0,38.0
917676848676,53727.98,5372.798000000001,9734.69,447.49,10,1971-09-09,2020-07-04,19566.0,1735.0
917676986013,16745.739999999998,4186.4349999999995,8433.01,0.0,4,1975-10-27,2012-05-05,18057.0,4717.0
917679300279,40595.92,4510.6577777777775,9772.6,0.0,9,1973-03-06,2023-09-04,19022.0,578.0
917681915310,26165.57,2907.2855555555557,8073.2,0.0,9,1970-10-25,2016-08-24,19885.0,3145.0
917687643539,53656.0,5365.6,8306.6,0.0,10,1974-11-05,2024-06-02,18413.0,306.0
917687718878,11686.48,3895.4933333333333,8057.38,0.0,3,1994-04-24,1994-04-24,11303.0,11303.0
917691803583,26618.41,5323.682,8947.85,1307.56,5,1972-01-07,2007-01-12,19446.0,6657.0
917692568000,16889.969999999998,4222.492499999999,9540.89,2045.96,4,1980-01-13,2022-07-10,16518.0,999.0
917694503971,34177.66,6835.532000000001,9736.16,1612.7,5,1973-09-22,2016-05-21,18822.0,3240.0
917697643337,39047.77,6507.961666666666,9276.06,2841.08,6,1979-11-27,2013-07-03,16565.0,4293.0
917699887270,39421.79,4927.72375,8767.7,662.24,8,1984-08-14,2023-08-31,14843.0,582.0
917705078697,30029.24,6005.848,8844.54,3074.95,5,1971-12-12,2004-11-05,19472.0,7455.0
917710084067,50412.69,5041.269,8923.77,0.0,10,1991-05-06,2020-01-20,12387.0,1901.0
917710425977,39992.9,3999.29,8369.29,0.0,10,1989-05-06,2023-10-15,13117.0,537.0
917719061621,23568.17,3928.028333333333,6791.38,0.0,6,1977-03-18,2013-08-23,17549.0,4242.0
917719918855,38119.51,5445.644285714286,8009.3,822.47,7,1971-05-05,2000-05-25,19693.0,9080.0
917725373847,35896.82,5982.803333333333,9339.4,2245.71,6,1978-06-02,2016-06-06,17108.0,3224.0
917727768349,17682.26,4420.565,7706.34,746.94,4,1981-10-18,2009-03-13,15874.0,5866.0
917728296502,29220.3,4870.05,9685.63,1875.9,6,1977-09-29,2020-03-04,17354.0,1857.0
917732061472,19543.440000000002,3257.2400000000002,8737.83,639.21,6,1973-03-20,2024-11-06,19008.0,149.0
917732561822,50188.82,5576.535555555555,9703.93,0.0,9,1971-07-20,2013-09-16,19617.0,4218.0
917735589535,7788.959999999999,2596.3199999999997,3119.24,1730.06,3,1973-04-07,2019-09-05,18990.0,2038.0
917735918651,31875.23,5312.538333333333,9242.03,196.0,6,1974-03-31,2023-03-03,18632.0,763.0
917736983049,50237.92,5581.9911111111105,9468.25,1353.57,9,1981-01-04,2017-03-17,16161.0,2940.0
917737739017,62790.91,6279.091,9944.01,315.97,10,1975-04-25,2020-11-05,18242.0,1611.0
917745595491,20133.84,4026.768,7390.31,1183.32,5,1982-10-22,2023-04-12,15505.0,723.0
917752306681,33431.95,4775.992857142856,9919.08,419.83,7,1978-05-22,2013-07-15,17119.0,4281.0
917753459822,68288.7,6828.87,9536.43,3139.04,10,1980-10-20,2017-11-13,16237.0,2699.0
917753617371,26940.78,2993.42,9401.56,127.56,9,1988-12-12,2023-06-28,13262.0,646.0
917757218651,45536.62,6505.231428571429,9052.86,2804.69,7,1974-05-04,2017-07-01,18598.0,2834.0
917758503592,42870.42,4287.0419999999995,6828.32,0.0,10,1970-02-04,2021-12-01,20148.0,1220.0
917760844750,44043.57,4893.73,9977.9,1221.54,9,1972-12-10,2023-04-09,19108.0,726.0
917781968664,19689.52,4922.38,6938.26,3302.05,4,1973-09-11,2013-03-30,18833.0,4388.0
917784234958,16164.75,5388.25,8845.22,775.0,3,1980-06-30,2016-02-23,16349.0,3328.0
917787453807,21706.46,4341.2919999999995,7510.42,737.39,5,1983-07-17,1992-09-07,15237.0,11897.0
917788887661,20067.82,4013.564,5910.62,757.02,5,2009-09-08,2022-01-22,5687.0,1168.0
917789226605,38590.37,5512.910000000001,9209.78,1759.38,7,1977-01-25,2024-09-27,17601.0,189.0
917800135697,29625.989999999998,4937.665,9830.05,1021.99,6,1971-09-18,2011-04-27,19557.0,5091.0
917800624665,30725.010000000002,5120.835,7209.52,1725.36,6,1979-01-07,2012-05-10,16889.0,4712.0
917801177461,29398.5,7349.625,9743.19,1615.71,4,1980-08-14,1998-07-13,16304.0,9762.0
917804138557,58237.55,5823.755,9522.9,0.0,10,1973-07-24,2019-05-12,18882.0,2154.0
917808620775,13820.599999999999,4606.866666666666,8798.88,353.56,3,1971-04-11,1998-03-11,19717.0,9886.0
917811967841,29485.670000000002,3685.7087500000002,9030.16,0.0,8,1972-01-23,2012-08-29,19430.0,4601.0
917813163240,36284.75,5183.535714285715,8780.0,654.34,7,1975-02-16,2017-08-17,18310.0,2787.0
917816803306,47689.65,5298.85,9182.81,654.23,9,1993-02-12,2019-12-24,11739.0,1928.0
917822393017,41888.58,4654.286666666667,9245.55,1177.98,9,1979-06-20,2020-08-24,16725.0,1684.0
917830154607,22674.47,5668.6175,9362.59,2650.75,4,1997-01-24,2017-03-16,10297.0,2941.0
917832937460,45545.26,5060.584444444445,8916.38,0.0,9,1975-12-28,2016-12-30,17995.0,3017.0
917834812535,36667.71,5238.244285714286,9761.37,0.0,7,1980-08-09,2002-12-17,16309.0,8144.0
917837384013,30127.27,3347.4744444444445,6865.11,0.0,9,1978-02-11,2023-02-16,17219.0,778.0
917838963536,39838.49,4426.498888888888,9820.71,2026.45,9,1971-05-06,2007-12-19,19692.0,6316.0
917840877826,36225.380000000005,6037.563333333334,8714.01,1406.09,6,1988-08-04,2020-04-28,13392.0,1802.0
917843934986,32177.149999999998,4022.1437499999997,9508.91,157.78,8,1981-01-23,2021-10-24,16142.0,1258.0
917849482575,42619.26,5327.4075,9835.59,709.82,8,1973-12-25,2014-09-02,18728.0,3867.0
917858906417,50352.13,5594.681111111111,9444.45,2393.07,9,1972-01-29,2023-01-06,19424.0,819.0
917867302554,22321.690000000002,2790.2112500000003,7206.14,0.0,8,1987-09-25,2024-12-02,13706.0,123.0
917878988236,27256.98,6814.245,9789.85,4770.09,4,1975-05-22,2001-01-04,18215.0,8856.0
917888670721,36134.68,4014.9644444444443,9801.44,478.97,9,1975-07-02,2019-02-23,18174.0,2232.0
917888766939,15079.69,3015.938,9138.92,0.0,5,1972-12-27,2021-09-07,19091.0,1305.0
917892740043,35196.42,5028.0599999999995,9222.44,622.03,7,1976-05-14,2013-10-08,17857.0,4196.0
917895655026,13667.27,3416.8175,5562.79,2391.02,4,2013-04-07,2013-04-07,4380.0,4380.0
917897669065,29394.72,5878.944,8430.11,3041.35,5,1991-11-28,2020-05-12,12181.0,1788.0
917899990924,37725.6,6287.599999999999,9855.22,4080.09,6,1976-01-05,2024-06-13,17987.0,295.0
917904523027,42397.85,5299.73125,9813.33,0.0,8,1977-12-22,2023-08-07,17270.0,606.0
917915604499,19405.27,4851.3175,9270.81,824.38,4,1984-03-10,2009-05-20,15000.0,5798.0
917916502228,24813.98,3544.8542857142857,6376.21,1295.16,7,1977-11-11,1980-08-05,17311.0,16313.0
917916728422,38627.92,4291.9911111111105,8717.23,0.0,9,1980-03-21,2017-07-06,16450.0,2829.0
917929811336,24331.37,4866.273999999999,8694.9,1186.5,5,1974-11-25,2010-02-06,18393.0,5536.0
917931591531,66283.74,6628.374000000001,9980.14,165.29,10,1981-04-14,2016-04-22,16061.0,3269.0
917933034905,33880.759999999995,5646.793333333332,8923.66,0.0,6,1970-11-10,2024-02-10,19869.0,419.0
917936179853,26553.48,6638.37,9022.46,3429.57,4,1975-05-03,1975-05-03,18234.0,18234.0
917938264714,51498.55,5149.8550000000005,9935.12,0.0,10,1970-01-29,2013-07-14,20154.0,4282.0
917940955281,26750.559999999998,3343.8199999999997,9403.05,167.36,8,1978-07-19,2007-06-28,17061.0,6490.0
917948692883,33169.18,4146.1475,7432.69,661.88,8,1988-02-28,2020-03-10,13550.0,1851.0
917951890759,56216.05,6246.227777777778,8508.88,2668.64,9,1973-12-20,2009-02-03,18733.0,5904.0
917955690228,40550.23,4505.581111111112,9601.34,989.96,9,1979-09-03,2023-08-18,16650.0,595.0
917964465977,37533.869999999995,7506.773999999999,9972.24,1766.03,5,1986-01-28,2017-05-02,14311.0,2894.0
917966500767,41938.47,4659.83,9783.19,1621.15,9,1970-04-17,2021-05-20,20076.0,1415.0
917967277638,27091.489999999998,5418.298,8203.73,531.42,5,1970-06-22,1999-07-09,20010.0,9401.0
917971381481,29489.74,4212.820000000001,9703.87,0.0,7,1976-09-10,2022-06-10,17738.0,1029.0
917973214822,51849.14,5761.015555555556,9549.12,1502.47,9,1974-09-12,2018-01-13,18467.0,2638.0
917974239820,36170.229999999996,6028.371666666666,9942.97,2465.69,6,1973-09-12,2024-07-14,18832.0,264.0
917974629461,26008.36,3251.045,9706.69,0.0,8,1974-08-22,2016-09-29,18488.0,3109.0
917979958124,30452.98,6090.596,9238.53,2086.73,5,1971-04-17,2013-11-04,19711.0,4169.0
917984507492,61945.71,6194.571,9050.63,272.36,10,1979-05-23,2015-07-23,16753.0,3543.0
917993803105,25680.87,2568.087,5995.6,0.0,10,1970-06-07,2024-01-05,20025.0,455.0
917997109065,43347.34,4334.7339999999995,9905.84,0.0,10,1971-04-07,2008-03-13,19721.0,6231.0
918010133918,20249.64,2531.205,4122.47,1229.56,8,1976-05-29,2021-09-20,17842.0,1292.0
918011467975,41468.98,5183.6225,9499.41,802.7,8,1977-12-25,2024-03-10,17267.0,390.0
918016446001,23707.760000000002,3951.2933333333335,8130.71,126.01,6,1986-10-30,2023-02-22,14036.0,772.0
918017235435,57718.75,5771.875,8900.28,2369.48,10,1970-06-13,2017-10-23,20019.0,2720.0
918018679284,12361.87,4120.623333333334,9237.78,149.74,3,1980-07-08,2009-09-01,16341.0,5694.0
918020785643,23581.36,3930.226666666667,9417.09,0.0,6,1974-01-20,1991-05-10,18702.0,12383.0
918027530378,34362.58,4295.3225,9166.87,686.0,8,1970-04-10,2012-08-28,20083.0,4602.0
918028168523,27119.17,6779.7925,8550.99,4264.59,4,1989-05-25,1999-04-03,13098.0,9498.0
918033747850,47271.19,4727.119000000001,9521.36,199.32,10,1987-02-09,2019-02-19,13934.0,2236.0
918036231979,26294.8,4382.466666666666,7861.51,657.61,6,1973-09-24,2010-03-21,18820.0,5493.0
918038349447,21204.0,2650.5,6234.06,353.72,8,1980-05-12,2022-09-02,16398.0,945.0
918039496086,29903.03,4271.861428571428,9933.3,224.93,7,1974-12-15,2011-05-24,18373.0,5064.0
918042258186,23297.41,5824.3525,8882.26,868.15,4,1973-06-11,2019-03-08,18925.0,2219.0
918051831252,31177.78,6235.556,8613.37,1102.45,5,1970-01-30,2017-06-27,20153.0,2838.0
918052947074,26491.77,4415.295,9813.44,0.0,6,1994-08-26,2021-09-20,11179.0,1292.0
918054046672,8481.35,1413.5583333333334,3452.44,257.53,6,1970-12-09,2021-06-02,19840.0,1402.0
918064121137,29190.079999999998,5838.016,9744.8,3972.62,5,1972-07-25,2019-08-14,19246.0,2060.0
918069520666,34166.64,6833.3279999999995,9690.88,3896.13,5,1972-03-12,2016-12-13,19381.0,3034.0
918073486033,56145.26,7018.1575,9611.72,3036.11,8,1971-06-08,2014-07-19,19659.0,3912.0
918080230418,19116.46,4779.115,9493.03,1811.32,4,1996-07-06,2015-10-31,10499.0,3443.0
918080741273,11090.96,3696.986666666666,9363.64,0.0,3,1991-03-31,1991-03-31,12423.0,12423.0
918087313121,7220.9400000000005,1805.2350000000001,3018.3,0.0,4,2012-06-06,2023-02-08,4685.0,786.0
918092508149,34397.05,4913.864285714286,9965.52,1336.11,7,1984-07-07,2017-06-09,14881.0,2856.0
918098948446,15224.8,3044.96,5164.82,1430.81,5,1970-03-19,2000-12-26,20105.0,8865.0
918102996505,45175.81,5019.5344444444445,9075.66,335.15,9,1977-06-07,2014-11-14,17468.0,3794.0
918109688769,7886.030000000001,2628.6766666666667,4117.47,0.0,3,1978-08-07,2001-03-25,17042.0,8776.0
918115806625,12874.82,2574.964,3606.99,1407.45,5,1971-06-27,2016-02-09,19640.0,3342.0
918118967967,43275.89,4808.432222222222,8895.84,0.0,9,1971-06-10,2024-11-14,19657.0,141.0
918120834317,14664.95,4888.316666666667,6783.74,1625.64,3,1990-10-06,2001-05-02,12599.0,8738.0
918123333781,35484.22,4435.5275,8716.69,788.38,8,1973-11-03,2024-04-28,18780.0,341.0
918124784519,10482.68,3494.226666666667,7632.46,0.0,3,,,,
918136846691,37279.14,4659.8925,9234.24,388.44,8,1980-01-29,1995-07-21,16502.0,10850.0
918140852855,53545.05,5949.450000000001,9426.41,579.49,9,1973-10-17,2005-03-27,18797.0,7313.0
918142452709,40442.45,5777.492857142856,8549.42,517.97,7,1970-05-11,2024-09-30,20052.0,186.0
918142723159,21841.98,3120.282857142857,5155.38,1747.87,7,1972-05-03,2022-06-08,19329.0,1031.0
918144181937,54393.13,5439.313,9932.01,239.76,10,1974-09-05,2011-01-01,18474.0,5207.0
918146750150,39650.33,4405.5922222222225,9866.76,360.83,9,1976-05-20,2021-10-07,17851.0,1275.0
918150888898,25081.39,2786.821111111111,6469.76,0.0,9,1980-03-13,2019-12-05,16458.0,1947.0
918153356179,29911.57,4273.081428571429,9269.47,138.22,7,1971-06-21,2015-09-29,19646.0,3475.0
918156249415,48862.54,6107.8175,9244.84,2294.78,8,1994-01-20,2020-06-29,11397.0,1740.0
918159668272,34879.990000000005,4359.998750000001,9217.53,0.0,8,1979-08-10,2007-03-04,16674.0,6606.0
918159967797,53106.31,6638.28875,9452.6,2294.05,8,1984-06-25,2010-05-10,14893.0,5443.0
918164216179,45547.29,4554.729,8312.23,0.0,10,1986-05-01,2023-09-14,14218.0,568.0
918165761020,18722.89,4680.7225,9957.1,858.15,4,1992-07-06,2006-09-26,11960.0,6765.0
918185002745,48381.26,4838.126,9993.07,0.0,10,1988-04-26,2004-02-07,13492.0,7727.0
918185386258,17288.32,4322.08,6045.68,3010.5,4,1970-05-10,2022-03-14,20053.0,1117.0
918188382776,10903.82,2725.955,5619.99,394.23,4,1973-07-03,1996-05-19,18903.0,10547.0
918192045446,49575.82,6196.9775,8924.05,1271.41,8,1974-05-23,2023-08-14,18579.0,599.0
918192202822,38544.54,4818.0675,6949.54,2979.26,8,1986-03-14,2012-05-17,14266.0,4705.0
918193337732,45954.89,4595.489,9276.84,0.0,10,1997-09-13,2024-12-29,10065.0,96.0
918200916676,19534.579999999998,3906.9159999999997,9574.56,0.0,5,1976-03-15,2013-06-02,17917.0,4324.0
918204526134,48097.64,6871.091428571429,8700.89,5568.12,7,1981-05-12,2020-03-14,16033.0,1847.0
918210726347,25822.38,3227.7975,9904.92,0.0,8,1978-05-29,2017-07-25,17112.0,2810.0
918211822827,31216.059999999998,4459.437142857142,7846.4,898.33,7,1979-10-04,2021-03-09,16619.0,1487.0
