name,age,income,mobile,gender
Nidhi Bail,37.0,1526392.73,+919456109296,Other
Tristan Iyengar,33.0,932602.72,+916332788471,Other
Parth Ravi,52.0,951092.3,+918313993297,Male
Jeet Sidhu,57.0,780896.52,+916271515109,Other
Jagrati Morar,65.0,2222562.86,+916446457642,Male
Balveer More,50.0,1245775.06,+918492495810,Other
Siddharth Talwar,68.0,452851.57,+916853180912,Other
Anjali Sengupta,65.0,2892074.43,+919977310212,Female
Lajita Sood,34.0,2832031.25,+918051831252,Male
Riya Sathe,42.0,1280465.16,+919070964768,Male
Dalbir Shere,24.0,444124.37,+917578665411,Female
Aarnav Mandal,26.0,1735656.6,+918518848328,Other
Anirudh Kunda,64.0,1782700.44,+917123362233,Other
Arya Misra,58.0,675687.56,+918750835809,Other
Urmi Balay,31.0,397060.9,+916431494396,Male
Manbir Bhatti,55.0,2245282.91,+917428156550,Male
Advay Contractor,52.0,2332628.12,+916551437149,Other
Priya Rastogi,50.0,2750989.34,+919738848790,Other
Triya Gopal,62.0,1842361.91,+917250949136,Male
Yuvraj Ahuja,59.0,511631.28,+919719780110,Male
Januja Sankar,38.0,1111876.56,+919778024983,Female
Gopal Pradhan,45.0,1866991.9,+919531928910,Male
Dipta Ray,44.0,1255892.92,+918706762540,Female
Arunima Golla,31.0,1413641.8,+917014096062,Female
Nandini Chandran,50.0,2958641.66,+918917568337,Male
Zashil Devan,36.0,1987299.44,+919673457063,Male
Bhanumati Sur,51.0,1320766.09,+917758503592,Other
Advika Jayaraman,47.0,1146526.51,+919524176919,Male
Timothy Dhingra,54.0,1389701.2,+916561387824,Male
Nathan Mukhopadhyay,24.0,1547266.23,+919907135299,Female
Kala Divan,48.0,1447936.08,+919805929053,Other
Ishita Johal,19.0,1260080.32,+916508119378,Other
Jalsa Pillay,52.0,1541701.52,+919938052866,Other
Zilmil Mander,,1760256.22,+918994607170,Male
Simon Tata,25.0,2092874.55,+918306270004,Female
Odika Mital,18.0,616923.0,+917489087190,Other
Mekhala Khatri,44.0,814043.56,+917487878460,Other
Tara Parmar,57.0,1876057.86,+916589112843,Female
Hredhaan Dugal,60.0,1313919.79,+917728296502,Other
Faqid Dixit,32.0,2448704.25,+916632880459,Male
Jacob Balan,61.0,528114.43,+919051129498,Other
Lopa Nayar,46.0,997456.43,+918527696207,Female
Vanya Dua,49.0,2396665.41,+919840365022,Other
Arin Chana,38.0,2611596.81,+916053002550,Female
Forum Sabharwal,68.0,1759047.23,+916294678352,Other
Falan Bava,21.0,2079972.62,+917117407868,Male
Zinal Yohannan,29.0,293311.21,+917628238707,Female
Daksh Karnik,23.0,2303979.15,+919698408854,Male
Sanya Wable,26.0,2664121.13,+917296502486,Male
Lipika Chad,22.0,1709081.84,+919857413933,Male
Sachi Bose,20.0,2639818.31,+916808155185,Other
Advay Lal,46.0,365221.38,+919412775111,Male
Daniel Panchal,37.0,626007.53,+919538382315,Male
Mohini Sagar,30.0,965416.05,+919702856787,Male
Mitesh Gaba,23.0,1137136.02,+917899990924,Other
Harini Tripathi,23.0,1380848.08,+919197985262,Other
Zaitra Ghosh,25.0,2091346.93,+917039116218,Female
Vasudha Sodhi,67.0,1721305.4,+919717261214,Male
Daksh Memon,36.0,1085148.71,+916033199694,Female
Hamsini Contractor,39.0,2084858.5,+916224908174,Other
Manthan Khosla,57.0,1994743.44,+918142723159,Female
Pushti Mody,57.0,864286.38,+919245179885,Other
Yashasvi Jain,60.0,297593.73,+918686949912,Female
Nisha Savant,40.0,2041575.34,+918754811152,Female
Keya Seth,21.0,2012667.71,+916084790270,Male
Tanay Rattan,,275647.27,+917432614422,Male
Ishwar Gade,49.0,2911807.42,+918018679284,Female
Gaurav Kata,19.0,982456.24,+917180484299,Male
Jason Sha,24.0,2177492.78,+918215813941,Male
Noah Sibal,57.0,321656.37,+919178659381,Male
Chanakya Batra,62.0,2809404.38,+917419931729,Male
Hardik Nayak,58.0,2706571.87,+919551894263,Female
Liam Jhaveri,40.0,1039462.94,+916441128454,Female
Anjali Hans,70.0,397901.57,+919716394243,Male
Unnati Chaudhari,23.0,275115.76,+916994167107,Other
Pushti Murty,,836541.68,+917194675791,Male
Diya Mukherjee,26.0,2012572.18,+917493660313,Male
Quincy Sur,55.0,2167996.53,+918456903534,Male
Dev Shetty,,1599192.19,+916078299575,Female
Hritik Swaminathan,,872903.24,+916069759864,Female
Jatin Rajagopalan,,2577832.78,+919734111722,Male
Azad Saini,43.0,1593840.22,+918699690577,Other
Onveer Nazareth,45.0,1987985.64,+917422796478,Other
Logan Sood,66.0,2389219.49,+919946081594,Male
Warhi Batta,67.0,2639361.16,+919147935449,Male
Simon Pant,37.0,2536806.38,+918490751945,Other
Siya Thakur,45.0,154458.36,+917515333350,Male
Ikbal Saraf,32.0,1541454.01,+917172248246,Female
Harshil Dhingra,37.0,1567505.28,+916386757895,Female
Ekbal Garg,59.0,1457727.78,+917137651678,Male
Adweta Kale,70.0,2193039.92,+919099072719,Female
Zayan Koshy,36.0,2498107.33,+918684745185,Other
Jack Setty,44.0,2941577.17,+919933804513,Other
Tanveer Pandit,33.0,1780087.23,+916728353118,Other
Sachi Suresh,55.0,988045.7,+919655935832,Male
Qushi Seth,20.0,1049448.09,+917331765783,Other
Bhavna Sarma,60.0,1636135.96,+917967277638,Other
Warinder Patil,36.0,2367653.51,+918159967797,Other
Dayamai Singh,63.0,1496351.14,+918925697292,Male
Baghyawati Kade,26.0,696744.27,+918855850145,Female
Zayyan Pandya,48.0,323790.35,+917201628712,Female
Yochana Bawa,58.0,560615.28,+918908934292,Other
Chasmum Atwal,45.0,564873.92,+918281341978,Female
Girindra Chatterjee,56.0,263263.74,+916352116052,Female
Oni Yohannan,27.0,575213.12,+918417377633,Female
Pallavi Malhotra,56.0,2015911.03,+917997109065,Female
Orinder Mishra,22.0,1108408.41,+917187486518,Other
Alka Wable,52.0,1428548.61,+917811967841,Male
Yamini Seshadri,38.0,656266.22,+917710425977,Female
Upma Mangal,28.0,1388827.37,+917808620775,Female
Dev Ganesh,64.0,2787884.76,+918319821061,Female
Riya Pai,58.0,1662223.74,+916832810061,Female
Caleb Iyengar,42.0,1220589.77,+918932304514,Other
Harsh Kota,49.0,2387851.08,+919349011298,Male
Ekantika Kar,70.0,1160157.14,+919414225544,Female
Ethan Seth,41.0,1041827.75,+916196346343,Other
Abha Ghosh,18.0,1727543.94,+918384006407,Male
Sanaya Sandhu,51.0,779971.81,+917290641764,Female
Bhavini Bose,,2441302.69,+918230517007,Female
Inaya Kapur,46.0,504407.93,+918957849462,Female
Divya Babu,29.0,1547743.8,+916387652480,Male
Amol Varma,48.0,2308448.99,+919444542251,Other
Sanaya Dutt,68.0,199143.29,+917263732197,Male
Zarna Shetty,38.0,1539517.31,+917523961606,Female
Yagnesh Shetty,27.0,1243220.14,+919959393557,Other
Ayushman Raja,38.0,2882177.93,+916724301196,Male
Forum Chandra,46.0,1044023.58,+916650392310,Female
Farhan Vaidya,50.0,533712.64,+918142452709,Male
Vivaan Lalla,32.0,2601400.7,+919110487082,Other
Ekaraj Majumdar,41.0,2867738.68,+918949873860,Female
Indali Kala,57.0,421440.09,+918842036826,Other
Sanaya Prasad,39.0,2117964.2,+916211703120,Other
Logan Dara,40.0,753450.29,+919889642781,Other
Osha Raghavan,48.0,2057957.71,+918422230882,Male
Yashodhara Ratti,53.0,226710.91,+919123357626,Female
Ishwar Kamdar,66.0,2305366.17,+918020785643,Other
Jhalak Sastry,53.0,1309686.24,+919782352003,Female
Charita Puri,,308001.47,+919690922160,Other
Krishna Sabharwal,49.0,1173865.03,+916809283659,Male
Aadhya Prasad,43.0,2268426.96,+919842438768,Female
Mohammed Subramaniam,,1185436.72,+919440681022,Other
Dayita Shenoy,39.0,1739820.74,+917570267413,Male
Faris Zacharia,62.0,226449.56,+919638138040,Other
Ekanta Soni,50.0,1667168.52,+919044014286,Other
Gavin Chandran,29.0,474421.2,+917719061621,Female
Keya Ranganathan,62.0,1562086.71,+918845774616,Female
Christopher Tata,52.0,964894.74,+919639130492,Female
Maanav De,68.0,566240.52,+916164510971,Female
Chakradev Sampath,59.0,1404283.35,+919102821948,Male
Kalpit Sundaram,36.0,607064.76,+918354238065,Female
Nisha Arora,,499203.83,+917979958124,Male
Pavani Contractor,69.0,1738340.96,+916387847884,Female
Anika Batra,55.0,230388.72,+919008885753,Female
Hemani Rastogi,67.0,1899515.92,+918558119733,Female
Idika Walia,18.0,2024332.1,+918330421741,Female
Samar Loke,46.0,1585940.27,+918641863774,Male
Balhaar Ranganathan,49.0,1716719.63,+916486237535,Other
Nandini Biswas,52.0,2254582.59,+916843828285,Other
Nilima Dada,31.0,1123937.18,+919290615870,Female
Adweta Edwin,23.0,958791.25,+918851230518,Other
Omaja Morar,20.0,1755177.83,+918770387920,Other
Nandini Boase,49.0,1625574.03,+919923635189,Other
Reyansh Mutti,66.0,1540650.33,+918323646093,Male
Tripti Yadav,42.0,942224.77,+918730243887,Female
Arunima Dugal,69.0,273833.76,+917973214822,Other
Xiti Pal,22.0,1214733.72,+918843867732,Female
Harsh Deo,21.0,1249920.73,+919146426435,Female
Kashish Shanker,52.0,2213330.48,+916106110279,Other
Pranav Lanka,44.0,1683928.62,+919155229266,Other
Rajeshri Chand,18.0,1000417.8,+918588933132,Male
Oviya Krishnan,35.0,2505898.81,+916306702926,Male
Aadhya Mann,51.0,586094.08,+916707196784,Male
Ojas Basu,24.0,2389375.05,+919725777905,Other
Anvi Bhandari,38.0,2134478.96,+917753459822,Male
Varenya Ratti,50.0,1729333.06,+917676986013,Female
Alka Kade,62.0,2679529.78,+918042258186,Female
Madhavi Singhal,51.0,1409245.58,+918921845810,Male
Harshil D’Alia,21.0,910888.07,+919373835078,Male
Dayamai Rao,60.0,288266.02,+916027418321,Female
Ekavir Bhargava,68.0,1733939.72,+919085540042,Female
Charita Tripathi,52.0,2999737.31,+917503068227,Male
Maya Mistry,52.0,1593846.03,+919953054324,Other
Jyoti Sha,62.0,586412.23,+918985827033,Other
Lila Salvi,46.0,474966.57,+919261254352,Other
Balhaar Date,35.0,232516.57,+917173687378,Other
Arya Krish,18.0,753652.15,+916816145550,Other
Meera Borde,36.0,2710102.59,+916826834424,Female
Champak Narula,52.0,1358764.88,+917628980027,Male
Krishna Shah,56.0,1040479.36,+916444961037,Other
Kamya Date,31.0,1928877.63,+917248029429,Other
Barkha Rai,18.0,2860322.25,+916006279398,Other
Yachana Mahajan,46.0,2974310.16,+918250857309,Other
Geetika Merchant,68.0,738866.02,+916888812214,Male
Indira Chawla,45.0,932482.78,+919399371362,Male
Sachi Dave,,2861888.73,+917533897596,Male
Isaac Patil,52.0,527088.77,+919789806435,Other
Azaan Tank,,2713038.2,+918420256439,Other
Saumya Mall,35.0,593116.57,+919279182318,Female
Bimala Loke,45.0,2680726.02,+916574621243,Female
Mugdha Sarraf,20.0,2457012.82,+917800624665,Other
Harrison Bandi,52.0,1905734.11,+917191714875,Male
Urvashi Khosla,28.0,877080.83,+916441973220,Other
Vansha Thakkar,44.0,2925435.51,+919218981849,Male
Ayaan D’Alia,18.0,2836813.72,+917282531582,Female
Eiravati Manne,66.0,1830720.36,+918377702111,Male
Faris Devi,35.0,2215067.25,+919265068044,Other
Ethan Buch,40.0,837208.88,+918822241896,Other
Ganga Gaba,33.0,748152.78,+919168023631,Other
Ijaya Rege,35.0,2909389.6,+919642274789,Female
Vrinda Khosla,44.0,274394.8,+919198484273,Female
Gagan Mammen,58.0,367917.78,+916323840346,Male
Jyoti Solanki,47.0,2208964.91,+917760844750,Other
Mitesh Tara,56.0,1662086.99,+917948692883,Other
Neha Magar,62.0,1011242.0,+917753617371,Male
Barkha Setty,39.0,2442062.74,+918011467975,Male
Harini Mammen,27.0,1422660.07,+918080230418,Female
Falak Merchant,70.0,1063895.58,+917296068379,Male
Hitesh Sant,36.0,1398630.87,+918998961044,Female
Charan Loyal,29.0,786077.42,+918215233002,Male
Hritik Bal,38.0,2059880.5,+919683935600,Male
Rayaan Trivedi,64.0,420994.64,+917832937460,Female
Gauri Som,,2067986.31,+916597769760,Other
Harshil Arora,27.0,811737.07,+918739779525,Female
Varenya Ratti,50.0,1729333.06,+917676986013,Female
Kevin Zacharia,23.0,1587964.65,+916741134891,Male
Riya Sathe,42.0,1280465.16,+919070964768,Male
Ryan Bahri,,2243421.68,+918592930364,Female
Omya Kothari,41.0,453670.12,+916022313296,Female
Mohammed Gupta,45.0,513219.73,+917323959527,Female
Manbir Agate,38.0,2802853.83,+919604234700,Other
Lakshmi Vohra,19.0,1104781.43,+917843934986,Female
Mekhala Basak,64.0,2720702.55,+917450065086,Other
Aditya Sundaram,34.0,2216781.92,+918401022668,Male
Bhavna Karan,31.0,2301587.96,+916488842470,Female
Vyanjana Chand,,1701727.71,+918769510048,Female
Falak Agate,37.0,1349483.65,+916433705141,Other
Vrinda Swaminathan,40.0,2899208.96,+916891790792,Female
Gayathri Chaudry,42.0,374580.56,+917259191105,Other
Anirudh Kunda,64.0,1782700.44,+917123362233,Other
Lakshit Rajagopal,34.0,2734697.95,+917737739017,Female
Vincent Ravel,40.0,1131109.66,+919597695521,Female
Rudra Ghose,33.0,763161.6,+917515672889,Male
Gabriel Shan,29.0,2244976.54,+916512620717,Female
Yug Malhotra,53.0,1983454.35,+917732061472,Male
Om Pandey,34.0,2579574.23,+916388354759,Male
Charita Dhawan,25.0,800952.61,+918185386258,Male
Harini Gour,61.0,1707804.69,+916317234448,Female
Timothy Kanda,36.0,1112602.19,+918482206102,Male
Harita Dugar,22.0,1438321.65,+919859797024,Other
Faqid Savant,37.0,2805504.71,+916444900634,Male
Wishi Sathe,48.0,1427584.36,+917554945552,Other
Krishna Modi,23.0,1499676.36,+916496107065,Female
Sanaya Dixit,47.0,1419270.22,+919327598766,Female
Liam Koshy,64.0,2646180.88,+917131247330,Other
Ishwar Bajaj,33.0,244252.48,+916217150457,Female
Yadavi Prakash,25.0,1092449.68,+919140133190,Female
Farhan Sengupta,44.0,2760186.08,+917374110948,Female
Shravya Palla,39.0,961000.71,+918754415831,Other
Gauri Kohli,45.0,411383.67,+919910589015,Male
Rachana Naidu,52.0,1257640.62,+917593482331,Other
Arunima Chacko,67.0,2691499.91,+917964465977,Other
Hritik Sankar,22.0,1179206.0,+917059096258,Other
Dayamai Nori,54.0,542431.06,+917576038028,Female
Chakrika Chaudhuri,52.0,1232128.43,+917694503971,Female
Ekaja Jani,41.0,1456605.38,+919212203479,Male
Ekani Cheema,31.0,294148.76,+917432410914,Male
Yuvraj Dani,18.0,1762897.7,+918945486396,Other
Yadavi Ganguly,58.0,176932.99,+916736086849,Male
Maya Narain,61.0,1358996.94,+916446362270,Male
Zarna Ram,31.0,1280401.37,+917027918636,Other
Mohini Narasimhan,44.0,1311658.2,+918330497115,Female
Samesh Biswas,40.0,2801844.99,+917781968664,Male
Pranit Garde,65.0,1393225.85,+917974629461,Male
Yachana Sagar,70.0,2377048.15,+919078580665,Female
Nitesh Raghavan,34.0,610508.63,+917897669065,Other
Tristan Uppal,56.0,2090316.66,+917725373847,Male
Praneel Kapoor,58.0,2158192.85,+918781559918,Female
Warinder Peri,42.0,842146.77,+916873324617,Female
Farhan Randhawa,26.0,2317895.24,+918211822827,Other
Ridhi Kamdar,31.0,2319400.85,+916724156214,Other
Urmi Patla,46.0,442068.02,+919728183547,Other
Viraj Tiwari,44.0,778255.77,+918530876844,Female
Manthan Varma,34.0,2027189.46,+919071916904,Female
Onveer Sharma,47.0,357973.12,+916257324536,Male
Kamya Chauhan,29.0,1340972.2,+919597485607,Male
Aditya Sundaram,34.0,2216781.92,+918401022668,Male
Odika Narayanan,29.0,1731500.84,+918102996505,Female
Upkaar Virk,56.0,2273740.64,+919577015837,Female
Vivaan Roy,53.0,1197548.99,+919275366252,Female
Owen Lanka,25.0,2362092.0,+917020657023,Female
Jonathan Sama,33.0,1346502.8,+919409770698,Other
Charan Srinivasan,24.0,887404.36,+918193337732,Other
Nachiket Yadav,21.0,1726695.04,+917858906417,Other
Avni Bali,54.0,554991.53,+916808457424,Female
Mitali Buch,54.0,1849237.75,+919793925798,Male
Kamala Varma,38.0,234433.13,+917173930637,Female
Kevin Palla,50.0,479590.48,+919863343401,Other
Chandresh Zachariah,24.0,2265887.55,+916667643690,Female
Daniel Viswanathan,38.0,409956.78,+917066091571,Female
Ishani Prashad,64.0,2112220.55,+916546957087,Male
Chakradev Kari,33.0,615697.11,+917629748727,Female
Nilima Swamy,37.0,1348346.82,+919808964060,Female
Advaith Varughese,66.0,1698775.68,+917955690228,Female
Omya Doshi,23.0,480797.61,+919135973483,Male
Yagnesh Sarin,63.0,1060051.72,+919697010641,Female
Jagdish Amble,63.0,792590.31,+918228649039,Female
Chasmum Dhar,65.0,650590.83,+916054395639,Other
Tara Balasubramanian,22.0,2867200.48,+918336814230,Other
Anirudh Sharaf,19.0,279566.14,+918755022797,Other
Advaith Chaudhari,48.0,256777.16,+917182894728,Female
Fiyaz Sangha,33.0,1723177.9,+916672302490,Male
Karan Mital,67.0,945506.23,+918755143093,Other
Tanish Bhatt,37.0,190322.85,+918294092753,Male
Aryan Maharaj,19.0,2263418.92,+917051802512,Male
Yatan Dora,68.0,1782129.42,+917537965898,Male
Ekbal Bhasin,55.0,1235922.67,+918742548209,Female
Hardik Contractor,,255403.8,+916865826728,Male
Harini Choudhury,53.0,620611.83,+918266341635,Other
Omaja Rege,34.0,2180121.26,+918476700066,Other
Fiyaz Sangha,33.0,1723177.9,+916672302490,Male
Dipta Ghose,39.0,1996714.26,+918908291293,Male
Naksh Agate,29.0,722265.16,+919378046814,Other
Victor Raghavan,30.0,2372820.4,+918511301900,Male
Ryan Das,69.0,2946757.6,+918016446001,Female
Jeevika Rao,53.0,768497.09,+916897171779,Female
Brijesh Mani,58.0,1043201.71,+917669192918,Other
Dayamai Gill,35.0,1283929.49,+917472567340,Female
Upadhriti Wadhwa,23.0,394112.34,+918087313121,Male
Gabriel Mallick,44.0,2528963.24,+918028168523,Male
Isaac Patil,52.0,527088.77,+919789806435,Other
Sai Chahal,65.0,565879.73,+917120016279,Other
Aadi Sangha,64.0,2728621.24,+918767405445,Male
Udant Aggarwal,25.0,837083.0,+918740542751,Other
Frederick Khurana,62.0,830595.8,+917644847276,Male
Lajita Chatterjee,41.0,1795453.61,+919026113008,Male
Tanish Bhatt,37.0,190322.85,+918294092753,Male
Widisha Pillai,46.0,1853686.96,+919020591489,Male
Nitesh Narang,66.0,817309.95,+918815287619,Male
Upma Bahl,37.0,1845875.51,+919540085129,Other
Fitan Balasubramanian,58.0,1813187.67,+918665691647,Male
Anay Bir,41.0,2150973.75,+916196615480,Male
Arya Sunder,50.0,2770253.32,+918281169403,Male
Jairaj Raghavan,69.0,2635141.09,+916802986386,Female
Anvi Wason,54.0,1384495.68,+919111406814,Female
Balendra Biswas,60.0,1358442.1,+918607371597,Female
Janaki Trivedi,59.0,2838873.95,+917449827559,Female
Maya Wadhwa,36.0,1991583.86,+919366402219,Male
Aditya Anand,28.0,445582.35,+919913689120,Other
Chandani Devan,,185226.61,+919729458718,Other
Charles Dugal,63.0,335076.37,+918328608265,Female
Victor Kakar,55.0,1056312.45,+919170137258,Other
Anirudh Sastry,40.0,2993452.77,+918073486033,Male
Vansha Iyengar,50.0,2011248.82,+917757218651,Other
Dakshesh Trivedi,33.0,2614126.23,+919435488617,Male
Mahika Bhatti,50.0,2376082.27,+919909199720,Male
Dhruv Rattan,37.0,717768.45,+917652244897,Female
Nikita Chander,,1883647.66,+916282103057,Male
Ikbal Kothari,57.0,358793.06,+916915490795,Other
Tara Chaudhry,34.0,658918.28,+917140169349,Male
Inaya Mukherjee,53.0,1076391.17,+918844242456,Female
William Saini,32.0,774516.51,+916573673552,Female
William Saini,32.0,774516.51,+916573673552,Female
Pavani Kanda,54.0,1889445.36,+917627746667,Female
Yasti Chowdhury,63.0,664016.79,+916347082594,Female
Yash Pingle,20.0,2170038.06,+916007263971,Other
Jyoti Iyer,,520689.61,+918508201018,Female
Radhika De,24.0,627075.21,+919321377743,Other
Tejas Kota,,1451076.69,+917837384013,Male
Hemani Sani,23.0,337382.1,+917710084067,Other
Osha Ramachandran,48.0,1514335.49,+917463320861,Male
Devansh Nigam,28.0,1230073.39,+917676848676,Female
Ekansh Dora,24.0,496141.78,+916264867118,Male
Balveer Bora,22.0,2649425.03,+919719580124,Female
David Kapadia,27.0,608719.92,+916948277118,Other
Quincy Mann,67.0,1697852.62,+917575659319,Other
Eiravati Khurana,40.0,1726157.52,+917612446667,Female
Jasmit Nanda,37.0,2181310.39,+919046713215,Other
Simon Bail,66.0,606890.15,+917929811336,Other
Frederick D’Alia,65.0,1412865.25,+919546884199,Female
Dhriti Sanghvi,31.0,2335833.15,+917789226605,Other
Shivani Prabhakar,30.0,296879.39,+917619924126,Other
Utkarsh Patel,20.0,1074467.8,+916241030242,Female
Aarush Nath,31.0,1606845.89,+919409067573,Other
Lajita Sood,34.0,2832031.25,+918051831252,Male
Xalak Nazareth,28.0,1431265.23,+917348762713,Female
Ubika Tella,35.0,2706539.38,+916086899610,Female
Nirja Patla,53.0,2134088.21,+916589582865,Male
Aishani Bumb,59.0,262354.34,+919387056244,Female
Atharv Chakraborty,61.0,792910.77,+917938264714,Male
Yashodhara Ratta,19.0,2591686.29,+919288203651,Other
Manbir Bhatti,55.0,2245282.91,+917428156550,Male
Leela Chakraborty,64.0,2924317.05,+916561160362,Female
Anthony Bhattacharyya,22.0,978360.1,+916289320836,Female
Girik Keer,40.0,1668323.95,+918841212515,Female
Shravya Swaminathan,32.0,2046765.26,+919498054328,Male
Xiti Pandya,55.0,2833579.92,+916662259333,Male
Nitara Devan,,1734468.22,+918362751242,Male
Ethan Sen,43.0,1723354.45,+919679172843,Female
Owen Choudhary,48.0,2133805.17,+916596110070,Other
Lucky Mammen,59.0,1899048.13,+918667740351,Male
Watika Mangat,58.0,1013038.24,+917179714407,Other
Jagdish Chana,22.0,1169445.4,+918159668272,Male
Ucchal Srinivas,21.0,2960491.16,+918027530378,Male
Falak Munshi,66.0,918834.36,+916569113257,Male
Yashasvi Shankar,67.0,391393.62,+919870349834,Other
Atharv Nagar,50.0,180186.3,+917025985237,Other
William Date,32.0,2998781.39,+918887427412,Female
Indira Nigam,22.0,279075.94,+917479740208,Other
Wishi Morar,23.0,1158655.72,+916399707954,Other
Owen Choudhary,48.0,2133805.17,+916596110070,Other
Yug Dhaliwal,33.0,2182359.32,+916352350576,Female
Faqid Goel,,964382.89,+916035121678,Male
Vritti Sem,69.0,1236508.77,+918850521812,Other
Anya Sama,37.0,827012.61,+916213182609,Female
Lajita Walia,37.0,1901120.59,+916401271939,Other
Aadhya Jani,63.0,2260897.61,+917801177461,Male
Ranbir Khare,27.0,2021698.46,+916963124353,Male
Parth Sahni,28.0,2375109.56,+918429450217,Other
Urvi Bhavsar,29.0,1564179.2,+918136846691,Female
Jasmit Bath,18.0,2854146.87,+917426862057,Other
Benjamin Sengupta,57.0,2257060.18,+917285201700,Other
Zashil Hegde,70.0,2566421.24,+918807773530,Other
Zashil Butala,65.0,480318.0,+919656073292,Male
Jairaj Balakrishnan,21.0,2995972.25,+919639119547,Female
Suhani Chakrabarti,68.0,2716513.45,+916012178595,Female
Anirudh Sastry,40.0,2993452.77,+918073486033,Male
Osha Prasad,26.0,856191.17,+918768624284,Male
Hemal Chad,44.0,1813551.1,+919422035846,Other
Anita Nayak,66.0,2116966.13,+916822662216,Male
Shivansh Krish,32.0,651277.04,+918988918316,Other
Odika Nori,70.0,1697637.49,+917087974350,Male
Sneha Magar,62.0,2654116.11,+919184181519,Female
Aarini Subramaniam,41.0,1212628.15,+917215018687,Female
Garima Das,33.0,435128.41,+918660800029,Male
Varenya Kibe,52.0,2317374.33,+917052811909,Male
Nidhi Kohli,39.0,2628645.89,+919754619063,Female
Ijaya Dani,31.0,1625585.01,+918188382776,Male
Pushti Bal,42.0,2855981.27,+916139093888,Other
Caleb Kata,61.0,2674131.45,+917637982876,Male
Charita Dugar,32.0,1232543.36,+919579265601,Male
Azaan Dhar,37.0,2593992.53,+916619986018,Female
Warjas Tak,28.0,2238400.88,+917512585138,Male
Yashica Upadhyay,20.0,2403554.61,+917544167403,Other
Nathaniel Sami,42.0,425641.67,+919639960595,Female
Rachit Maharaj,41.0,532771.62,+919148094176,Female
Sai Parsa,22.0,1148871.31,+919380225197,Male
Vinaya Babu,22.0,2722113.83,+917904523027,Male
Rushil Saini,18.0,2312601.0,+916685731524,Other
Advik Salvi,66.0,297093.56,+917146997816,Other
Raghav Vasa,26.0,2263896.46,+918259520140,Male
Om Bose,24.0,294225.08,+917649910946,Other
Nidra Mishra,63.0,2489571.81,+919989487508,Male
Manya Merchant,20.0,1737823.38,+916000728926,Male
Hemani Dhingra,47.0,474771.67,+918880640679,Female
Upasna Lanka,39.0,598616.44,+917338472296,Other
Oni Virk,20.0,2596990.77,+916955345537,Male
Tanay Sood,42.0,2116221.93,+918054046672,Female
Mason Gola,32.0,2265876.3,+918410638666,Female
Shravya Singhal,41.0,1662929.27,+919923396682,Female
Xavier Nanda,70.0,1639359.48,+918300016872,Other
Jalsa Bir,30.0,1782199.77,+916643611097,Male
Zayyan Naik,27.0,2964452.82,+918320207740,Female
Qushi Nagy,24.0,1799251.49,+919989540022,Female
David Seshadri,70.0,197415.32,+917422663210,Other
Zayan Behl,18.0,1016043.61,+916902727745,Female
Falak Nagar,22.0,1429840.15,+918568106346,Female
Advika Sahni,38.0,2789219.56,+917687718878,Other
Zaid Dhingra,26.0,751892.15,+916094116768,Other
Forum Sarraf,,676911.48,+919803162153,Female
Advik Konda,36.0,731402.57,+918324316421,Male
Edhitha Patel,23.0,2491736.15,+918877733629,Other
Lipika Ramanathan,24.0,170940.58,+918844794993,Female
Ekta Sridhar,22.0,1005752.64,+919479722104,Other
Janaki Varghese,58.0,1618820.83,+917039116361,Other
Krisha Saini,36.0,2127844.83,+918109688769,Male
Avi Shenoy,51.0,2431283.46,+918909990149,Other
Raksha Sethi,,536601.99,+919656285641,Other
Faras Choudhury,35.0,416018.96,+917548058189,Female
Tanvi Comar,42.0,2577020.59,+917971381481,Female
Siddharth Gupta,47.0,1199579.84,+918118967967,Male
Hardik Johal,61.0,2539260.78,+918698305085,Male
Januja Pradhan,21.0,1813041.34,+916732343731,Other
Kabir Gopal,,183775.26,+918273831457,Other
Michael Hayre,38.0,1056464.5,+917168041588,Male
Wriddhish Bhardwaj,33.0,2386165.36,+919468173213,Female
Yuvraj Mane,,400856.61,+918140852855,Female
Charan Mani,40.0,1424319.53,+919121644055,Female
Baljiwan Bhandari,50.0,1293953.19,+916172893522,Male
Jairaj Iyer,49.0,2904548.56,+918756056675,Other
Charles Natt,33.0,239975.96,+919008714405,Male
Devansh Bhasin,27.0,2771698.26,+918646026315,Other
Dalbir Sachar,18.0,281047.36,+917563267151,Female
Nandini Warrior,18.0,2391669.32,+918676013419,Other
Nitesh Sengupta,34.0,1740539.99,+918469444227,Male
Nihal Taneja,50.0,1001902.43,+919012895123,Other
Udant Dewan,24.0,2078593.54,+919831882064,Other
Bachittar Sengupta,45.0,1955439.49,+917732561822,Female
Ayush Bumb,24.0,2700154.95,+919947728706,Male
Ikbal Khatri,37.0,483304.38,+917603337351,Other
Rayaan Mangal,18.0,2305111.33,+917281459294,Female
Chakrika Datta,30.0,2541802.21,+918668616333,Male
Triveni Pal,48.0,2870191.0,+919308701294,Male
Gaurangi Deol,43.0,875203.07,+916012951344,Other
Abhiram Mistry,41.0,1379197.59,+918852879124,Female
Ekaraj Mallick,31.0,2523739.83,+917672790155,Other
Liam Luthra,59.0,620242.01,+919821461211,Female
Nidra Patla,29.0,2300085.88,+918033747850,Male
