name,age,income,mobile,gender,date,amount,store
Darpan Rao,57.0,708376.18,916518599264,Female,1996-05-31,,Reliance Fresh
Darpan Rao,57.0,708376.18,916518599264,Female,2019-07-07,3727.23,Reliance Fresh
Darpan Rao,57.0,708376.18,916518599264,Female,17-11-1989,3618.39,Big Bazaar
Lila Prakash,49.0,409183.69,918192045446,Female,1976-05-24,8141.1,Spencer's
Lila Prakash,49.0,409183.69,918192045446,Female,1994-10-19,8849.53,Big Bazaar
Lila Prakash,49.0,409183.69,918192045446,Female,,7474.99,Big Bazaar
Lila Prakash,49.0,409183.69,918192045446,Female,15-07-1973,9078.29,More
Lila Prakash,49.0,409183.69,918192045446,Female,2018-12-05,,Spencer's
Lila Prakash,49.0,409183.69,918192045446,Female,2023-02-16,7141.04,Spencer's
Lila Prakash,49.0,409183.69,918192045446,Female,2022-04-26,6188.73,Spencer's
Lila Prakash,49.0,409183.69,918192045446,Female,1987-09-05,3268.57,Big Bazaar
Lila Prakash,49.0,409183.69,918192045446,Female,26-12-2009,7655.64,DMart
Damyanti Mani,32.0,1493709.07,918660933507,Other,,7302.41,DMart
Damyanti Mani,32.0,1493709.07,918660933507,Other,2001-06-20,3359.34,Spencer's
Damyanti Mani,32.0,1493709.07,918660933507,Other,2007-08-30,8650.06,Big Bazaar
Avni Ramaswamy,48.0,1782235.73,917012074766,Female,1996-05-05,8178.21,Spencer's
Avni Ramaswamy,48.0,1782235.73,917012074766,Female,2004-11-28,8794.37,More
Avni Ramaswamy,48.0,1782235.73,917012074766,Female,23-06-2021,3024.9,Spencer's
Avni Ramaswamy,48.0,1782235.73,917012074766,Female,2002-08-26,9137.09,Big Bazaar
Avni Ramaswamy,48.0,1782235.73,917012074766,Female,1970-12-13,8211.03,DMart
Avni Ramaswamy,48.0,1782235.73,917012074766,Female,,3565.51,Spencer's
Avni Ramaswamy,48.0,1782235.73,917012074766,Female,2003-04-26,7501.89,Spencer's
Avni Ramaswamy,48.0,1782235.73,917012074766,Female,,9046.37,Reliance Fresh
Chanakya Konda,50.0,2774635.85,919470591645,Male,2001-07-25,7586.14,Spencer's
Chanakya Konda,50.0,2774635.85,919470591645,Male,1983-07-04,7060.33,More
Chanakya Konda,50.0,2774635.85,919470591645,Male,2014-03-06,7444.85,Reliance Fresh
Chanakya Konda,50.0,2774635.85,919470591645,Male,2017-05-29,5043.25,Reliance Fresh
Aryan Narang,65.0,2991917.72,919918934263,Other,2018-04-04,1754.6,More
Aryan Narang,65.0,2991917.72,919918934263,Other,2004-05-14,6005.16,Reliance Fresh
Aryan Narang,65.0,2991917.72,919918934263,Other,,9913.31,Spencer's
Aryan Narang,65.0,2991917.72,919918934263,Other,1993-12-21,6758.48,Spencer's
Aryan Narang,65.0,2991917.72,919918934263,Other,1976-10-08,7946.34,Spencer's
Aryan Narang,65.0,2991917.72,919918934263,Other,01-02-2022,3304.91,More
Tara Dhar,39.0,467923.69,917867302554,Male,1974-01-20,7323.66,
Tara Dhar,39.0,467923.69,917867302554,Male,,4731.1,Big Bazaar
Tara Dhar,39.0,467923.69,917867302554,Male,2006-09-15,8693.48,Spencer's
Tara Dhar,39.0,467923.69,917867302554,Male,1993-08-23,3227.11,Big Bazaar
Tara Dhar,39.0,467923.69,917867302554,Male,2012-04-24,1142.09,Spencer's
Raksha Varughese,23.0,2790145.9,919645120421,Male,1984-01-11,2289.26,Spencer's
Raksha Varughese,23.0,2790145.9,919645120421,Male,1980-08-31,7331.91,DMart
Raksha Varughese,23.0,2790145.9,919645120421,Male,2021-02-03,760.56,DMart
Raksha Varughese,23.0,2790145.9,919645120421,Male,1979-05-23,,DMart
Raksha Varughese,23.0,2790145.9,919645120421,Male,2003-08-13,5732.24,Spencer's
Raksha Varughese,23.0,2790145.9,919645120421,Male,2019-03-19,5813.05,More
Raksha Varughese,23.0,2790145.9,919645120421,Male,1995-10-15,9004.1,Reliance Fresh
Om Naik,36.0,1449389.99,918234621711,Other,2022-01-18,6451.25,Reliance Fresh
Om Naik,36.0,1449389.99,918234621711,Other,2004-01-31,7323.85,DMart
Om Naik,36.0,1449389.99,918234621711,Other,2019-08-24,3865.86,Reliance Fresh
Mitesh Sampath,64.0,2755395.72,916287814151,Male,20-12-1985,4292.58,DMart
Mitesh Sampath,64.0,2755395.72,916287814151,Male,,8211.58,More
Mitesh Sampath,64.0,2755395.72,916287814151,Male,2019-04-16,9938.69,Spencer's
Mitesh Sampath,64.0,2755395.72,916287814151,Male,2022-09-14,9875.82,Reliance Fresh
Mitesh Sampath,64.0,2755395.72,916287814151,Male,1986-10-02,8193.11,Reliance Fresh
Mitesh Sampath,64.0,2755395.72,916287814151,Male,2016-02-11,7307.29,More
Mitesh Sampath,64.0,2755395.72,916287814151,Male,1989-01-20,1835.11,DMart
Mitesh Sampath,64.0,2755395.72,916287814151,Male,1996-07-01,2411.09,DMart
Mitesh Sampath,64.0,2755395.72,916287814151,Male,,3269.71,DMart
Isha Ghose,20.0,2944680.88,917391874847,Male,2009-10-13,943.68,More
Isha Ghose,20.0,2944680.88,917391874847,Male,1984-10-12,8958.87,Reliance Fresh
Isha Ghose,20.0,2944680.88,917391874847,Male,26-05-1970,2908.17,Big Bazaar
Isha Ghose,20.0,2944680.88,917391874847,Male,2002-12-03,1617.38,More
Isha Ghose,20.0,2944680.88,917391874847,Male,1991-08-13,7616.03,Spencer's
Isha Ghose,20.0,2944680.88,917391874847,Male,2020-04-12,2642.45,Reliance Fresh
Isha Ghose,20.0,2944680.88,917391874847,Male,2001-01-16,2588.67,More
Neelima Sarna,43.0,1821345.91,919278022672,Other,,7895.44,Spencer's
Neelima Sarna,43.0,1821345.91,919278022672,Other,1978-04-26,1971.66,Spencer's
Neelima Sarna,43.0,1821345.91,919278022672,Other,2008-04-28,5405.06,Spencer's
Neelima Sarna,43.0,1821345.91,919278022672,Other,2016-10-10,6506.21,DMart
Neelima Sarna,43.0,1821345.91,919278022672,Other,2020-12-26,8092.22,Big Bazaar
Jacob Merchant,45.0,2500815.8,918124784519,Female,17-09-2012,3250.9,Spencer's
Jacob Merchant,45.0,2500815.8,918124784519,Female,,7990.93,More
Jacob Merchant,45.0,2500815.8,918124784519,Female,2004-01-21,3961.02,DMart
Jacob Merchant,45.0,2500815.8,918124784519,Female,1979-05-15,8077.73,
Jacob Merchant,45.0,2500815.8,918124784519,Female,15-12-1977,9444.96,DMart
Jacob Merchant,45.0,2500815.8,918124784519,Female,2007-01-30,5825.48,DMart
Sudiksha Madan,43.0,2002034.46,919658304095,Female,09-06-1996,6540.25,DMart
Sudiksha Madan,43.0,2002034.46,919658304095,Female,08-12-1974,,
Sudiksha Madan,43.0,2002034.46,919658304095,Female,1973-07-24,2844.97,DMart
Sudiksha Madan,43.0,2002034.46,919658304095,Female,2016-08-28,5757.38,Reliance Fresh
Sudiksha Madan,43.0,2002034.46,919658304095,Female,2011-12-23,6398.04,Spencer's
Balveer Kota,58.0,225944.39,918038349447,Female,1997-11-09,3945.01,Big Bazaar
Balveer Kota,58.0,225944.39,918038349447,Female,1989-01-07,9230.46,Big Bazaar
Balveer Kota,58.0,225944.39,918038349447,Female,,7529.3,Big Bazaar
David Devi,48.0,428225.64,919100940360,Other,,3275.74,More
David Devi,48.0,428225.64,919100940360,Other,2008-06-18,4379.64,
David Devi,48.0,428225.64,919100940360,Other,1974-03-26,3410.36,Spencer's
David Devi,48.0,428225.64,919100940360,Other,1996-12-15,2659.02,
David Devi,48.0,428225.64,919100940360,Other,,2284.66,Big Bazaar
David Devi,48.0,428225.64,919100940360,Other,1975-12-24,3203.85,Big Bazaar
Vinaya Kanda,33.0,1740508.15,917787453807,Other,1982-03-31,6210.83,Spencer's
Vinaya Kanda,33.0,1740508.15,917787453807,Other,2023-09-10,8422.68,More
Vinaya Kanda,33.0,1740508.15,917787453807,Other,2018-02-28,,Big Bazaar
Vinaya Kanda,33.0,1740508.15,917787453807,Other,2012-10-04,8165.72,DMart
Vinaya Kanda,33.0,1740508.15,917787453807,Other,1986-08-08,4083.18,
Vinaya Kanda,33.0,1740508.15,917787453807,Other,15-07-1975,2764.04,
Vinaya Kanda,33.0,1740508.15,917787453807,Other,,4096.03,Reliance Fresh
Vinaya Kanda,33.0,1740508.15,917787453807,Other,1999-02-09,6444.89,DMart
Vinaya Kanda,33.0,1740508.15,917787453807,Other,2008-07-09,2329.47,DMart
Rayaan Mangal,18.0,2305111.33,917281459294,Female,03-02-1993,4317.55,DMart
Rayaan Mangal,18.0,2305111.33,917281459294,Female,2016-02-25,2427.41,Reliance Fresh
Rayaan Mangal,18.0,2305111.33,917281459294,Female,,,Big Bazaar
Rayaan Mangal,18.0,2305111.33,917281459294,Female,2011-09-29,9820.64,Spencer's
Rayaan Mangal,18.0,2305111.33,917281459294,Female,2007-10-20,5130.49,More
Rayaan Mangal,18.0,2305111.33,917281459294,Female,27-09-2016,,Spencer's
Rayaan Mangal,18.0,2305111.33,917281459294,Female,2004-08-16,2625.16,Reliance Fresh
Rayaan Mangal,18.0,2305111.33,917281459294,Female,2012-01-10,4250.96,Big Bazaar
Rayaan Mangal,18.0,2305111.33,917281459294,Female,2003-05-22,1838.77,Spencer's
Rayaan Mangal,18.0,2305111.33,917281459294,Female,1979-04-11,7103.38,Spencer's
Siddharth Zacharia,33.0,2642284.97,916323775634,Female,1990-06-26,3480.31,Reliance Fresh
Siddharth Zacharia,33.0,2642284.97,916323775634,Female,2020-06-27,9745.23,More
Siddharth Zacharia,33.0,2642284.97,916323775634,Female,1996-06-19,5149.14,More
Siddharth Zacharia,33.0,2642284.97,916323775634,Female,2021-04-14,4484.3,DMart
Siddharth Zacharia,33.0,2642284.97,916323775634,Female,1970-08-27,1054.75,DMart
Siddharth Zacharia,33.0,2642284.97,916323775634,Female,2002-08-28,6054.74,Reliance Fresh
Siddharth Zacharia,33.0,2642284.97,916323775634,Female,2014-10-24,5159.95,Big Bazaar
Tamanna Jhaveri,70.0,1310435.53,918080741273,Other,1997-09-14,8434.9,Reliance Fresh
Tamanna Jhaveri,70.0,1310435.53,918080741273,Other,2009-06-11,4470.66,Spencer's
Tamanna Jhaveri,70.0,1310435.53,918080741273,Other,1988-06-12,4640.38,More
Tamanna Jhaveri,70.0,1310435.53,918080741273,Other,1999-09-10,6206.5,Spencer's
Tamanna Jhaveri,70.0,1310435.53,918080741273,Other,2017-09-09,2368.16,Reliance Fresh
Tamanna Jhaveri,70.0,1310435.53,918080741273,Other,1983-10-04,179.6,Reliance Fresh
Tamanna Jhaveri,70.0,1310435.53,918080741273,Other,1982-05-14,1524.3,Reliance Fresh
Karan Aurora,57.0,164965.92,916340272119,Male,2018-12-21,,Reliance Fresh
Karan Aurora,57.0,164965.92,916340272119,Male,2005-12-07,5830.02,Spencer's
Karan Aurora,57.0,164965.92,916340272119,Male,2017-02-19,250.72,Reliance Fresh
Girik Menon,49.0,2899749.65,916542223599,Other,1978-12-14,1643.42,DMart
Girik Menon,49.0,2899749.65,916542223599,Other,1976-04-11,1558.33,More
Girik Menon,49.0,2899749.65,916542223599,Other,,3040.83,DMart
Girik Menon,49.0,2899749.65,916542223599,Other,2013-10-07,6470.78,Spencer's
Girik Menon,49.0,2899749.65,916542223599,Other,2022-09-13,2792.7,Reliance Fresh
Garima Chandran,,1161193.21,919604432125,Male,1976-11-21,1213.37,More
Garima Chandran,,1161193.21,919604432125,Male,1997-09-17,9305.34,Spencer's
Garima Chandran,,1161193.21,919604432125,Male,1989-03-17,4031.6,Big Bazaar
Garima Chandran,,1161193.21,919604432125,Male,2014-10-08,1780.85,Spencer's
Garima Chandran,,1161193.21,919604432125,Male,1973-08-24,8546.64,More
Omisha Mann,49.0,2683641.11,918343237444,Female,2011-02-21,9871.74,DMart
Omisha Mann,49.0,2683641.11,918343237444,Female,1975-04-29,3379.38,Reliance Fresh
Omisha Mann,49.0,2683641.11,918343237444,Female,1998-04-29,9338.27,Big Bazaar
Omisha Mann,49.0,2683641.11,918343237444,Female,1991-05-19,4203.54,Spencer's
Omisha Mann,49.0,2683641.11,918343237444,Female,1977-06-29,2689.33,DMart
Omisha Mann,49.0,2683641.11,918343237444,Female,27-06-1977,133.23,More
Omisha Mann,49.0,2683641.11,918343237444,Female,2003-04-15,154.57,Big Bazaar
Omisha Mann,49.0,2683641.11,918343237444,Female,1977-09-20,7356.1,Big Bazaar
Omisha Mann,49.0,2683641.11,918343237444,Female,2011-10-14,4209.33,Spencer's
Omisha Mann,49.0,2683641.11,918343237444,Female,1979-09-03,872.39,DMart
Kai Chad,38.0,2876553.65,917974239820,Other,1980-05-13,1853.53,Big Bazaar
Kai Chad,38.0,2876553.65,917974239820,Other,1970-11-09,3101.5,DMart
Kai Chad,38.0,2876553.65,917974239820,Other,1996-04-18,7604.76,More
Kai Chad,38.0,2876553.65,917974239820,Other,1972-07-18,1376.65,Reliance Fresh
Kai Chad,38.0,2876553.65,917974239820,Other,,6183.26,More
Kai Chad,38.0,2876553.65,917974239820,Other,1978-03-10,535.37,Spencer's
Kai Chad,38.0,2876553.65,917974239820,Other,,8342.66,More
Rudra Rattan,30.0,476674.25,918881828165,Other,2017-06-30,278.5,Reliance Fresh
Rudra Rattan,30.0,476674.25,918881828165,Other,2003-03-10,8210.94,DMart
Rudra Rattan,30.0,476674.25,918881828165,Other,1990-09-17,6202.54,DMart
Nakul Ray,18.0,1531135.42,916838070464,Female,2019-11-15,5207.34,More
Nakul Ray,18.0,1531135.42,916838070464,Female,18-02-1983,6764.87,More
Nakul Ray,18.0,1531135.42,916838070464,Female,1986-11-30,9672.04,
Amrita Naidu,49.0,2808061.22,917253535854,Other,,7677.67,Big Bazaar
Amrita Naidu,49.0,2808061.22,917253535854,Other,1976-05-03,8580.35,More
Amrita Naidu,49.0,2808061.22,917253535854,Other,1989-10-12,6029.06,DMart
Amrita Naidu,49.0,2808061.22,917253535854,Other,2007-10-10,6006.48,
Amrita Naidu,49.0,2808061.22,917253535854,Other,,8239.84,Big Bazaar
Amrita Naidu,49.0,2808061.22,917253535854,Other,1988-12-22,6624.08,Spencer's
Amrita Naidu,49.0,2808061.22,917253535854,Other,,8640.74,Reliance Fresh
Amrita Naidu,49.0,2808061.22,917253535854,Other,1992-09-05,201.25,
Amrita Naidu,49.0,2808061.22,917253535854,Other,1985-08-01,735.79,
Michael Dutta,56.0,1073844.76,916083651970,Male,1988-08-10,9484.41,DMart
Michael Dutta,56.0,1073844.76,916083651970,Male,2013-11-21,9741.41,Reliance Fresh
Michael Dutta,56.0,1073844.76,916083651970,Male,1986-04-11,5906.85,Big Bazaar
Michael Dutta,56.0,1073844.76,916083651970,Male,1995-10-14,7465.16,Reliance Fresh
Michael Dutta,56.0,1073844.76,916083651970,Male,2012-12-26,3721.56,DMart
Yashvi Hari,28.0,2468411.86,918481146933,Other,1972-05-23,1267.61,Big Bazaar
Yashvi Hari,28.0,2468411.86,918481146933,Other,1976-10-11,9213.54,More
Yashvi Hari,28.0,2468411.86,918481146933,Other,1977-03-20,8574.46,DMart
Yashvi Hari,28.0,2468411.86,918481146933,Other,1985-11-15,1969.07,
Yashvi Hari,28.0,2468411.86,918481146933,Other,08-06-1975,2483.62,Spencer's
Yashvi Hari,28.0,2468411.86,918481146933,Other,08-10-2014,,DMart
Yashvi Hari,28.0,2468411.86,918481146933,Other,2024-01-13,1960.58,Big Bazaar
Yashvi Hari,28.0,2468411.86,918481146933,Other,1994-03-29,7134.92,Spencer's
Pranit Kala,37.0,2347846.67,919027526473,Male,1980-03-17,295.99,More
Pranit Kala,37.0,2347846.67,919027526473,Male,1970-06-06,9936.14,Reliance Fresh
Pranit Kala,37.0,2347846.67,919027526473,Male,1997-04-10,209.4,Reliance Fresh
Pranit Kala,37.0,2347846.67,919027526473,Male,21-12-1993,3891.3,Spencer's
Ishwar Gade,49.0,2911807.42,918018679284,Female,1983-12-27,5163.3,Spencer's
Ishwar Gade,49.0,2911807.42,918018679284,Female,1979-01-10,8661.38,
Ishwar Gade,49.0,2911807.42,918018679284,Female,2011-07-19,3463.88,Big Bazaar
Ishwar Gade,49.0,2911807.42,918018679284,Female,2008-08-17,1702.73,Big Bazaar
Ishwar Gade,49.0,2911807.42,918018679284,Female,,7531.78,DMart
Ishwar Gade,49.0,2911807.42,918018679284,Female,1985-09-15,1290.82,More
Ishwar Gade,49.0,2911807.42,918018679284,Female,,8250.34,More
Ishwar Gade,49.0,2911807.42,918018679284,Female,2015-06-22,7116.2,
Ishwar Gade,49.0,2911807.42,918018679284,Female,2001-05-23,2735.19,DMart
Ishwar Gade,49.0,2911807.42,918018679284,Female,2002-08-13,7008.3,Spencer's
Barkha Mukhopadhyay,36.0,1429122.53,918931997465,Male,1980-07-09,6803.74,DMart
Barkha Mukhopadhyay,36.0,1429122.53,918931997465,Male,1995-01-10,1386.76,Spencer's
Barkha Mukhopadhyay,36.0,1429122.53,918931997465,Male,,7129.6,
Barkha Mukhopadhyay,36.0,1429122.53,918931997465,Male,2006-02-13,,Spencer's
Barkha Mukhopadhyay,36.0,1429122.53,918931997465,Male,1984-11-28,1536.2,More
Barkha Mukhopadhyay,36.0,1429122.53,918931997465,Male,,1325.01,More
Nakul Sarma,52.0,2107542.87,919186651306,Other,1980-07-01,1236.07,Spencer's
Nakul Sarma,52.0,2107542.87,919186651306,Other,2008-10-28,5558.84,Spencer's
Nakul Sarma,52.0,2107542.87,919186651306,Other,1984-12-10,2719.82,
Nakul Sarma,52.0,2107542.87,919186651306,Other,1976-08-10,1241.17,DMart
Nakul Sarma,52.0,2107542.87,919186651306,Other,2023-01-13,8594.67,Reliance Fresh
Nakul Sarma,52.0,2107542.87,919186651306,Other,2005-01-06,4880.71,DMart
Tejas Tiwari,70.0,1291658.16,918947572742,Other,2024-05-24,2754.36,Reliance Fresh
Tejas Tiwari,70.0,1291658.16,918947572742,Other,1980-05-22,2145.74,More
Tejas Tiwari,70.0,1291658.16,918947572742,Other,1987-10-16,,DMart
Tejas Tiwari,70.0,1291658.16,918947572742,Other,1979-06-09,9930.64,Spencer's
Tejas Tiwari,70.0,1291658.16,918947572742,Other,16-11-2009,,Big Bazaar
Neelima Butala,44.0,282526.03,918719747078,Other,1978-05-10,2397.73,Reliance Fresh
Neelima Butala,44.0,282526.03,918719747078,Other,,8201.08,Spencer's
Neelima Butala,44.0,282526.03,918719747078,Other,08-11-2019,5605.31,Big Bazaar
Neelima Butala,44.0,282526.03,918719747078,Other,1982-08-03,8657.28,DMart
Neelima Butala,44.0,282526.03,918719747078,Other,2021-01-14,148.14,Big Bazaar
Neelima Butala,44.0,282526.03,918719747078,Other,1993-10-24,2348.03,Reliance Fresh
Neelima Butala,44.0,282526.03,918719747078,Other,2021-09-15,6263.82,Big Bazaar
Neelima Butala,44.0,282526.03,918719747078,Other,1989-03-26,8011.12,Big Bazaar
Neelima Butala,44.0,282526.03,918719747078,Other,2002-12-06,,Reliance Fresh
Neelima Butala,44.0,282526.03,918719747078,Other,2003-04-20,6135.96,DMart
Balhaar Memon,59.0,2896780.32,917608297407,Female,1994-03-29,3292.68,Spencer's
Balhaar Memon,59.0,2896780.32,917608297407,Female,24-07-1993,5390.87,More
Balhaar Memon,59.0,2896780.32,917608297407,Female,1991-07-13,3147.29,
Balhaar Memon,59.0,2896780.32,917608297407,Female,1990-08-31,8050.55,More
Shravya Savant,32.0,1880135.24,917513206988,Male,2002-07-13,4624.65,DMart
Shravya Savant,32.0,1880135.24,917513206988,Male,2019-11-07,2307.1,Big Bazaar
Shravya Savant,32.0,1880135.24,917513206988,Male,1986-01-19,8222.29,Spencer's
Shravya Savant,32.0,1880135.24,917513206988,Male,1998-10-18,,Spencer's
Shravya Savant,32.0,1880135.24,917513206988,Male,,7188.38,Reliance Fresh
Shravya Savant,32.0,1880135.24,917513206988,Male,1988-11-18,9630.46,Reliance Fresh
Jeet Pillai,40.0,592095.91,916809517372,Other,,5338.8,Reliance Fresh
Jeet Pillai,40.0,592095.91,916809517372,Other,2013-09-09,3919.83,DMart
Jeet Pillai,40.0,592095.91,916809517372,Other,,873.36,Spencer's
Jeet Pillai,40.0,592095.91,916809517372,Other,1980-02-12,3007.56,Big Bazaar
Jeet Pillai,40.0,592095.91,916809517372,Other,1982-08-24,6421.24,Reliance Fresh
Jeet Pillai,40.0,592095.91,916809517372,Other,1972-06-21,1763.0,Reliance Fresh
Jeet Pillai,40.0,592095.91,916809517372,Other,,9027.76,Spencer's
Jeet Pillai,40.0,592095.91,916809517372,Other,,9529.71,More
Jeet Pillai,40.0,592095.91,916809517372,Other,2024-09-10,6364.22,
Jeet Pillai,40.0,592095.91,916809517372,Other,1977-07-19,8367.29,Big Bazaar
Gayathri Deep,69.0,567456.95,916180674181,Female,1971-07-27,2548.89,
Gayathri Deep,69.0,567456.95,916180674181,Female,1987-02-09,6717.63,DMart
Gayathri Deep,69.0,567456.95,916180674181,Female,1992-06-07,4153.87,Big Bazaar
Kiaan Shetty,30.0,837864.74,917745595491,Female,,942.38,
Kiaan Shetty,30.0,837864.74,917745595491,Female,1996-12-27,6596.11,DMart
Kiaan Shetty,30.0,837864.74,917745595491,Female,02-03-1988,2938.12,Reliance Fresh
Kiaan Shetty,30.0,837864.74,917745595491,Female,1983-12-26,6694.46,Big Bazaar
Kiaan Shetty,30.0,837864.74,917745595491,Female,1986-05-14,7904.91,Big Bazaar
Kiaan Shetty,30.0,837864.74,917745595491,Female,1983-01-10,7593.2,DMart
Kiaan Shetty,30.0,837864.74,917745595491,Female,1994-11-08,7310.12,DMart
Kiaan Shetty,30.0,837864.74,917745595491,Female,2004-11-13,4746.86,Big Bazaar
Yuvraj Dani,18.0,1762897.7,918945486396,Other,2010-04-27,459.35,
Yuvraj Dani,18.0,1762897.7,918945486396,Other,2007-02-19,4025.12,Reliance Fresh
Yuvraj Dani,18.0,1762897.7,918945486396,Other,1973-03-08,7412.64,Spencer's
Yuvraj Dani,18.0,1762897.7,918945486396,Other,1996-01-24,4247.22,More
Yuvraj Dani,18.0,1762897.7,918945486396,Other,2013-01-05,6357.68,Big Bazaar
Yuvraj Dani,18.0,1762897.7,918945486396,Other,2012-10-29,7190.3,DMart
Yuvraj Dani,18.0,1762897.7,918945486396,Other,2005-02-18,,More
Yuvraj Dani,18.0,1762897.7,918945486396,Other,,1977.16,DMart
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,1971-03-06,8774.96,More
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,2011-08-19,7834.22,Spencer's
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,1992-03-23,772.76,Spencer's
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,2020-04-13,1881.0,More
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,18-04-1990,3405.72,Spencer's
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,2007-07-12,3819.63,Spencer's
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,2025-03-19,4792.48,DMart
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,23-11-2018,3093.27,Reliance Fresh
Faqid Dhaliwal,22.0,1089618.65,918396433758,Other,1982-04-09,9419.62,Reliance Fresh
Logan Suresh,37.0,2505202.06,918993068140,Other,2018-07-07,7220.51,Reliance Fresh
Logan Suresh,37.0,2505202.06,918993068140,Other,2023-07-04,2520.36,More
Logan Suresh,37.0,2505202.06,918993068140,Other,2000-08-24,4321.93,More
Logan Suresh,37.0,2505202.06,918993068140,Other,2023-10-30,,Reliance Fresh
Logan Suresh,37.0,2505202.06,918993068140,Other,1997-08-19,1290.38,DMart
Logan Suresh,37.0,2505202.06,918993068140,Other,1987-07-07,2278.64,Reliance Fresh
Logan Suresh,37.0,2505202.06,918993068140,Other,2006-02-13,421.21,Reliance Fresh
Logan Suresh,37.0,2505202.06,918993068140,Other,30-03-1971,8943.24,Big Bazaar
Eiravati Nagi,57.0,1885172.35,917328390707,Other,05-05-1998,8779.98,
Eiravati Nagi,57.0,1885172.35,917328390707,Other,2000-04-30,7666.09,Reliance Fresh
Eiravati Nagi,57.0,1885172.35,917328390707,Other,1997-01-22,4586.15,Spencer's
Eiravati Nagi,57.0,1885172.35,917328390707,Other,2015-02-21,9148.17,Reliance Fresh
Eiravati Nagi,57.0,1885172.35,917328390707,Other,,4509.68,Big Bazaar
Eiravati Nagi,57.0,1885172.35,917328390707,Other,2013-01-07,7989.01,Spencer's
Eiravati Nagi,57.0,1885172.35,917328390707,Other,1976-11-05,7036.9,
Eiravati Nagi,57.0,1885172.35,917328390707,Other,1992-02-29,898.51,Reliance Fresh
Quincy Biswas,19.0,661177.89,919970642689,Female,2024-08-11,7594.07,Big Bazaar
Quincy Biswas,19.0,661177.89,919970642689,Female,1973-02-02,609.56,More
Quincy Biswas,19.0,661177.89,919970642689,Female,1995-12-02,8718.57,Spencer's
Quincy Biswas,19.0,661177.89,919970642689,Female,12-07-2016,4784.43,Big Bazaar
Ikbal Kothari,55.0,2311375.56,916430372878,Male,,1700.1,DMart
Ikbal Kothari,55.0,2311375.56,916430372878,Male,1993-03-05,,Reliance Fresh
Ikbal Kothari,55.0,2311375.56,916430372878,Male,1971-08-19,5536.22,Big Bazaar
Ikbal Kothari,55.0,2311375.56,916430372878,Male,1977-07-23,4382.69,More
Ikbal Kothari,55.0,2311375.56,916430372878,Male,1988-03-22,7777.19,Reliance Fresh
Ikbal Kothari,55.0,2311375.56,916430372878,Male,2018-01-04,7118.85,Reliance Fresh
Ikbal Kothari,55.0,2311375.56,916430372878,Male,,6011.23,Big Bazaar
Ikbal Kothari,55.0,2311375.56,916430372878,Male,1998-12-23,7607.57,DMart
Ikbal Kothari,55.0,2311375.56,916430372878,Male,2018-07-11,3597.23,More
Bachittar Kata,34.0,2755039.52,918069520666,Female,,6806.11,Reliance Fresh
Bachittar Kata,34.0,2755039.52,918069520666,Female,2010-06-19,3151.11,Reliance Fresh
Bachittar Kata,34.0,2755039.52,918069520666,Female,2017-01-29,8984.22,Big Bazaar
Elijah Bhasin,54.0,835345.75,919584796846,Female,2010-08-26,4956.25,Big Bazaar
Elijah Bhasin,54.0,835345.75,919584796846,Female,2008-04-18,6209.5,Big Bazaar
Elijah Bhasin,54.0,835345.75,919584796846,Female,2005-10-23,415.74,Spencer's
Elijah Bhasin,54.0,835345.75,919584796846,Female,1972-02-08,5402.14,DMart
Elijah Bhasin,54.0,835345.75,919584796846,Female,1985-02-10,8952.36,Spencer's
Pushti Magar,29.0,1586096.3,918982047218,Other,1996-04-23,,Big Bazaar
Pushti Magar,29.0,1586096.3,918982047218,Other,,8341.02,Reliance Fresh
Pushti Magar,29.0,1586096.3,918982047218,Other,1984-06-25,2634.96,Spencer's
Pushti Magar,29.0,1586096.3,918982047218,Other,1974-12-10,3045.96,DMart
Pushti Magar,29.0,1586096.3,918982047218,Other,2016-04-21,445.65,DMart
Pushti Magar,29.0,1586096.3,918982047218,Other,2014-10-12,1460.72,More
Hritik Palla,19.0,556921.48,918609505739,Other,09-12-2009,4490.15,More
Hritik Palla,19.0,556921.48,918609505739,Other,2015-07-17,8931.98,More
Hritik Palla,19.0,556921.48,918609505739,Other,2015-01-03,1764.54,Big Bazaar
Hritik Palla,19.0,556921.48,918609505739,Other,1971-11-19,6074.95,Spencer's
Hritik Palla,19.0,556921.48,918609505739,Other,1977-08-07,2467.39,More
Hritik Palla,19.0,556921.48,918609505739,Other,11-11-1987,1998.95,DMart
Hritik Palla,19.0,556921.48,918609505739,Other,1981-08-05,1751.28,Big Bazaar
Hritik Palla,19.0,556921.48,918609505739,Other,17-07-2001,2083.75,More
Hritik Palla,19.0,556921.48,918609505739,Other,1979-10-15,6704.28,More
Brijesh Pandit,40.0,2833521.27,918883394191,Female,1977-03-26,4841.68,More
