mobile,month,total_spent,num_purchases
917120016279,2007-08,8150.04,1
917120016279,NaT,1325.32,0
917123362233,1975-05,6805.38,1
917123362233,1977-05,2952.45,1
917123362233,1978-04,9616.05,1
917123362233,1983-10,2305.68,1
917123362233,1995-10,7435.83,1
917123362233,2002-07,9986.79,1
917123362233,NaT,5109.79,0
917131247330,1987-12,2242.09,1
917131247330,1994-03,1025.44,1
917131247330,2001-11,0.0,1
917131247330,2015-01,8734.12,1
917131247330,2021-01,0.0,1
917131247330,NaT,143.0,0
917136646449,1970-02,4315.81,1
917136646449,1973-01,3998.74,1
917136646449,1976-05,1909.54,1
917136646449,1982-01,6097.56,1
917136646449,1983-07,2518.53,1
917136646449,2004-04,1257.18,1
917136646449,2010-06,7736.88,1
917136646449,2021-06,0.0,1
917136646449,NaT,9368.09,0
917137651678,1970-09,9508.57,1
917137651678,1973-11,6944.23,1
917137651678,1984-04,1462.15,1
917137651678,1986-12,7141.9,1
917137651678,1995-10,7768.77,1
917137651678,1997-07,1475.54,1
917137651678,2011-03,2514.31,1
917137651678,NaT,6311.76,0
917138264176,1972-05,3151.08,1
917138264176,1978-01,5411.04,1
917138264176,1993-01,5142.31,1
917138264176,1993-09,7854.37,1
917138264176,2000-04,2795.31,1
917138264176,2004-05,7078.61,1
917138264176,2022-12,4555.26,2
917138264176,NaT,5402.28,0
917139078760,1971-09,1742.03,1
917139078760,1976-12,7087.36,1
917139078760,1988-03,2428.47,1
917139078760,1989-10,8592.39,1
917139078760,1996-03,5399.78,1
917139078760,2001-10,5316.12,1
917139078760,2012-06,6183.5,1
917139078760,2015-03,7232.59,1
917139078760,NaT,2239.96,0
917140169349,1986-03,0.0,1
917140169349,1989-12,2483.87,1
917140169349,2006-02,4018.84,1
917140169349,NaT,2246.08,0
917146660997,1972-08,6732.78,1
917146660997,1980-12,3361.69,1
917146660997,1981-02,3762.57,1
917146660997,2012-06,4235.2,1
917146660997,NaT,2589.31,0
917146731886,2017-05,0.0,1
917146731886,2018-03,8879.85,1
917146731886,NaT,5519.86,0
917146997816,1982-02,8152.25,1
917146997816,1985-04,2092.51,1
917146997816,1988-03,6412.84,1
917146997816,1990-02,2769.34,1
917146997816,2001-12,1103.76,1
917146997816,2002-10,5895.89,1
917146997816,2016-12,1479.17,1
917146997816,2020-04,4696.84,1
917146997816,2020-09,0.0,1
917148782098,1971-11,5849.95,1
917148782098,1974-10,7404.45,1
917148782098,1984-05,6597.62,1
917148782098,2009-07,4223.92,1
917148782098,2013-06,9937.64,1
917148782098,2023-05,4361.11,1
917148782098,NaT,1912.61,0
917152750071,1974-01,7006.01,1
917152750071,1988-06,7489.7,1
917152750071,1995-04,7927.09,1
917152750071,2011-05,4890.56,1
917152750071,2014-04,1585.89,1
917152750071,2015-05,7149.13,1
917152750071,2016-04,3987.87,1
917152750071,NaT,2128.1,0
917152798401,2002-12,8919.64,1
917152798401,2003-05,9399.85,1
917152798401,2019-02,3032.29,1
917152798401,2023-05,6593.1,1
917152798401,2024-03,8355.8,1
917152798401,2024-11,7818.16,1
917152798401,NaT,609.99,0
917154131362,1971-05,7986.63,1
917154131362,1977-04,151.59,1
917154131362,2024-02,1168.95,1
917154131362,NaT,7920.94,0
917168041588,1970-12,1636.56,1
917168041588,1975-11,6297.3,1
917168041588,2002-09,6868.19,1
917168041588,2003-12,0.0,1
917168041588,2008-08,1469.11,1
917168041588,NaT,28521.75,0
917172248246,1977-04,6965.92,1
917172248246,1978-04,6242.2,1
917172248246,1978-05,2189.1,1
917172248246,1986-04,529.34,1
917172248246,1995-04,1083.28,1
917172248246,2007-12,8612.97,1
917172248246,NaT,1328.47,0
917173687378,1981-12,5865.43,1
917173687378,2009-08,1992.71,1
917173687378,2016-10,0.0,1
917173687378,2019-12,7822.22,1
917173930637,1974-11,1784.23,1
917173930637,1984-04,4193.69,1
917173930637,1987-11,7643.63,1
917173930637,2021-09,2981.78,1
917173930637,NaT,3502.61,0
917179714407,1974-05,8906.99,1
917179714407,1988-10,5888.14,1
917179714407,2002-03,4191.71,1
917179714407,2004-08,8997.16,1
917179714407,NaT,2100.8,0
917180484299,1972-06,0.0,1
917180484299,1978-12,626.51,1
917180484299,1990-07,6567.18,1
917180484299,1999-05,1848.12,1
917180484299,2007-11,6559.15,1
917180484299,2014-07,8576.86,1
917180484299,2017-06,1423.17,1
917180484299,NaT,428.24,0
917182894728,1983-01,7363.0,1
917182894728,1997-11,8306.07,1
917182894728,2006-05,3031.37,1
917182894728,2017-12,7976.04,1
917186473561,1970-08,6499.57,1
917186473561,1976-03,0.0,1
917186473561,1986-10,1347.68,1
917186473561,1994-10,1992.12,1
917186473561,2001-08,3523.76,1
917186473561,2022-03,7846.76,1
917186473561,NaT,27902.880000000005,0
917186564497,1986-05,4163.36,1
917186564497,1991-05,3233.34,1
917186564497,2003-12,6602.6,1
917186564497,2010-01,6718.14,1
917186564497,2012-03,4691.44,1
917186564497,2020-02,8363.33,1
917187486518,1978-08,0.0,1
917187486518,1990-01,7037.04,1
917187486518,2000-06,5620.18,1
917187486518,2019-06,5376.37,1
917187486518,2019-12,1664.58,1
917187486518,2024-08,9361.64,1
917187486518,NaT,7521.46,0
917191714875,1980-01,0.0,1
917191714875,1980-12,8832.86,1
917191714875,1983-05,1574.77,1
917191714875,1984-09,0.0,1
917191714875,1998-01,8815.84,1
917191714875,2013-10,5694.28,1
917191714875,2013-11,9832.17,1
917191714875,NaT,6105.18,0
917194675791,1970-07,9980.79,1
917194675791,1973-11,2104.94,1
917194675791,1974-06,1138.77,1
917194675791,1976-02,6224.36,1
917194675791,1979-12,4011.44,1
917194675791,1993-08,5905.32,1
917194675791,2012-12,6600.87,1
917194675791,2017-10,6311.32,1
917194675791,2024-09,9218.11,1
917194675791,NaT,3294.57,0
917196050747,1976-08,0.0,1
917196050747,1988-01,3906.08,1
917196050747,1991-07,5474.25,1
917196050747,2005-03,1798.25,1
917196050747,2017-07,4672.67,1
917196050747,2018-11,7026.46,1
917196050747,NaT,4972.2,0
917201474778,1985-02,5515.67,1
917201474778,1999-05,1210.18,1
917201474778,2001-07,305.72,1
917201474778,2005-03,3144.13,1
917201474778,2008-05,113.93,1
917201474778,2016-11,3840.98,1
917201474778,2019-02,5966.01,1
917201474778,NaT,8394.02,0
917201628712,1976-07,431.87,1
917201628712,1988-12,5554.61,1
917201628712,1990-05,8154.63,1
917201628712,1998-01,7440.93,1
917201628712,2000-02,3226.99,1
917201628712,2010-09,9232.02,1
917201628712,2019-10,5965.8,1
917201628712,NaT,2496.85,0
917215018687,1973-03,9163.86,1
917215018687,1977-07,7839.85,1
917215018687,1977-10,398.46,1
917215018687,1979-07,8662.57,1
917215018687,1982-08,362.41,1
917215018687,1997-07,3022.87,1
917215018687,2006-06,7186.72,1
917215018687,2007-05,5739.63,1
917215018687,2024-09,5778.72,1
917215018687,NaT,5834.86,0
917233708056,1987-07,4664.41,1
917233708056,1997-03,6136.0,1
917233708056,2003-09,5105.15,1
917233708056,2005-03,7892.75,1
917236045959,1972-12,3737.48,1
917236045959,1991-10,0.0,1
917236045959,1992-08,0.0,1
917236045959,1994-08,9061.44,1
917236045959,1996-07,4205.87,1
917236045959,1999-01,5371.3,1
917236045959,2003-10,8625.62,1
917236045959,2011-02,227.46,1
917236045959,2024-10,2594.15,1
917236045959,NaT,323.82,0
917248029429,1971-03,7741.74,1
917248029429,1972-06,4272.72,1
917248029429,1992-01,3207.4,1
917248029429,1995-01,2730.59,1
917248029429,1997-03,5283.43,1
917248029429,2016-07,8818.02,1
917248029429,2018-12,2568.77,1
917248029429,NaT,4344.51,0
917250949136,1975-08,1845.53,1
917250949136,1981-12,7497.76,1
917250949136,1986-07,7655.6,1
917250949136,1990-01,3118.58,1
917250949136,1990-11,2772.99,1
917250949136,1997-07,6879.37,1
917250949136,1998-02,5749.79,1
917250949136,2004-12,2041.36,1
917250949136,2018-09,9302.26,1
917251258015,1982-08,4790.3,1
917251258015,1985-01,9888.66,1
917251258015,1990-10,219.83,1
917251258015,1997-03,166.25,1
917251258015,2005-12,1194.03,1
917251258015,2010-07,845.27,1
917251258015,2014-04,8998.06,1
917251258015,NaT,9249.380000000001,0
917253535854,1980-04,4979.5,1
917253535854,1991-09,5762.33,1
917253535854,1995-01,7592.31,1
917253535854,1997-01,3159.61,1
917253535854,2014-06,5734.52,1
917253535854,2018-03,1944.9,1
917253535854,2024-11,1184.22,1
917253535854,NaT,6472.41,0
917259191105,1975-03,4989.93,1
917259191105,2000-03,5710.6,1
917259191105,2024-09,1990.0,1
917263732197,2008-01,7611.84,1
917263732197,2020-05,5731.16,1
917263732197,NaT,19335.48,0
917267489756,1974-09,9440.28,1
917267489756,1975-06,4734.86,1
917267489756,1996-11,252.27,1
917267489756,1997-07,4417.1,1
917267489756,1998-12,338.64,1
917267489756,2004-03,3472.18,1
917267489756,2011-05,9949.15,1
917267489756,2024-08,6084.77,1
917267841227,1975-10,8857.35,1
917267841227,1978-02,4679.66,1
917267841227,1984-04,5132.42,1
917267841227,1984-12,943.88,1
917267841227,1991-06,408.76,1
917267841227,2011-03,3217.25,1
917267841227,2019-05,1266.14,1
917267841227,NaT,4891.75,0
917270417388,1998-05,6093.17,1
917270417388,2014-05,2902.27,1
917270417388,2018-06,4803.85,1
917270417388,2018-07,7603.01,1
917272368870,1996-12,4903.12,1
917272368870,2000-12,1500.95,1
917272368870,2018-07,7191.49,1
917272368870,2022-04,3609.52,1
917272368870,NaT,2431.67,0
917281459294,1981-02,6457.74,1
917281459294,1983-04,2145.24,1
917281459294,1998-03,8219.2,1
917281459294,2001-04,4500.49,1
917281459294,NaT,15650.730000000001,0
917281944343,1987-03,5524.93,1
917281944343,1989-10,1663.96,1
917281944343,1998-12,8848.78,1
917282044148,1971-03,4657.92,1
917282044148,1991-09,8633.99,1
917282044148,1992-05,4777.9,1
917282044148,1992-12,3683.94,1
917282044148,2010-10,9914.62,1
917282044148,2019-07,1626.0,1
917282044148,2023-02,9442.77,1
917282044148,NaT,4182.17,0
917282531582,1972-02,8375.15,1
917282531582,1975-08,3005.38,1
917282531582,1985-04,6599.46,1
917282531582,1993-05,5362.25,1
917285201700,1982-04,0.0,1
917285201700,1985-07,3303.17,1
917285201700,1989-03,1658.88,1
917285201700,1991-01,1168.64,1
917285201700,1996-01,3786.79,1
917285201700,2000-11,9639.7,1
917285201700,2004-03,9874.13,1
917285201700,NaT,14523.220000000001,0
917289326948,2000-02,5058.24,1
917289326948,2004-04,7828.62,1
917289326948,2013-10,0.0,1
917289326948,2016-05,5356.69,1
917289326948,2020-02,9313.98,1
917290641764,1970-02,3508.59,1
917290641764,1975-03,1945.61,1
917290641764,1996-08,3091.26,1
917290641764,1998-10,1468.82,1
917290641764,2007-06,497.83,1
917290641764,2018-09,9319.6,1
917292569882,1997-01,8811.2,1
917292569882,2004-07,2818.59,1
917292569882,2016-12,1789.19,1
917292569882,NaT,13500.68,0
917296068379,1970-12,3723.11,1
917296068379,1984-10,350.62,1
917296068379,2005-07,9804.98,1
917296068379,2019-07,9454.94,1
917296068379,NaT,1333.87,0
917296502486,1976-12,831.66,1
917296502486,2010-04,5495.75,1
917296502486,2019-08,6610.54,1
917296502486,NaT,9042.56,0
917305280521,1976-03,9901.47,1
917305280521,2006-11,2036.85,1
917305280521,2014-11,2472.41,1
917305280521,2017-10,3452.86,1
917305280521,2020-11,1871.17,1
917316935719,1977-01,1490.03,1
917316935719,1997-11,7485.29,1
917316935719,2024-12,0.0,1
917316935719,NaT,9613.59,0
917323959527,1989-05,794.12,1
917323959527,2009-10,1171.09,1
917323959527,NaT,8121.94,0
917328390707,2005-06,4700.42,1
917328390707,2016-10,7031.42,1
917328390707,2016-11,3725.13,1
917328390707,NaT,9444.76,0
917329154472,1972-12,822.37,1
917329154472,1986-08,4260.96,1
917329154472,1991-01,1320.13,1
917329154472,1996-07,9094.15,1
917329154472,2016-01,0.0,1
917329154472,2018-02,6309.64,1
917331765783,1973-11,4212.14,1
917331765783,1976-09,3885.46,1
917331765783,1987-12,236.87,1
917331765783,2017-04,9550.57,1
917331765783,2020-06,2893.83,1
917331765783,NaT,5964.15,0
917338472296,1983-11,6787.9,1
917338472296,1988-03,1599.35,1
917338472296,1990-06,9882.96,1
917338472296,1997-11,8512.39,1
917338472296,NaT,6970.89,0
917348762713,1976-01,8278.39,1
917348762713,1982-10,5030.48,1
917348762713,1990-10,1080.06,1
917348762713,1994-07,7977.94,1
917348762713,2015-09,7915.06,1
917348762713,2021-06,0.0,1
917348762713,NaT,1049.79,0
917360049298,1975-11,8298.23,1
917360049298,1976-11,3872.04,1
917360049298,1981-11,4070.38,1
917360049298,1985-01,7756.04,1
917360049298,1988-01,7375.56,1
917360049298,1990-10,4705.08,1
917360049298,1999-12,8287.36,1
917360049298,2000-08,3591.35,1
917360049298,NaT,6363.66,0
917368878709,1998-04,4902.76,1
917368878709,2001-10,2923.82,1
917368878709,2003-06,9831.21,1
917372322277,1982-09,5699.58,1
917372322277,2001-05,6464.59,1
917372322277,NaT,4767.0,0
917374110948,1985-04,836.73,1
917374110948,2008-10,4147.41,1
917374110948,2015-05,1977.58,1
917382308441,1972-09,3135.14,1
917382308441,1976-05,6931.43,1
917382308441,1979-12,8898.76,1
917382308441,1980-01,9329.08,1
917382308441,1987-12,8053.53,1
917382308441,1993-12,9584.44,1
917382308441,1999-12,5234.61,1
917389803385,1981-03,453.62,1
917389803385,1985-06,5401.95,1
917389803385,2011-05,3684.24,1
917389803385,2019-11,5224.48,1
917391874847,1978-08,3502.66,1
917391874847,2002-12,5716.09,1
917391874847,2008-10,7978.76,1
917391874847,2014-06,513.08,1
917391874847,2020-09,0.0,1
917391874847,NaT,7603.94,0
917408405265,1987-09,3305.81,1
917408405265,1999-06,0.0,1
917408405265,1999-10,746.74,1
917408405265,2003-07,5003.53,1
917408405265,2013-09,6872.2,1
917408405265,2020-08,911.02,1
917409874348,1970-12,862.86,1
917409874348,1990-04,8664.67,1
917409874348,1992-06,8771.08,1
917410235649,1971-02,292.9,1
917410235649,1987-08,5610.04,1
917410235649,1987-10,3984.57,1
917410235649,1991-06,9756.56,1
917410235649,2013-07,1307.29,1
917410235649,2019-10,787.5,1
917410235649,2023-06,7545.57,1
917410235649,NaT,11002.11,0
917419931729,1981-09,9747.64,1
917419931729,1982-07,2171.66,1
917419931729,1996-06,924.34,1
917419931729,2012-08,4574.08,1
917421919938,1970-11,8429.33,1
917421919938,1983-12,6782.61,1
917421919938,1984-10,3425.6,1
917421919938,1985-10,3201.7,1
917421919938,1999-10,4859.69,1
917421919938,2003-11,1213.64,1
917421919938,2015-05,818.6,1
917421919938,2018-03,1952.28,1
917421919938,2019-08,1477.85,1
917421919938,2021-03,457.76,1
917422663210,1983-06,524.94,1
917422663210,1992-08,9281.83,1
917422663210,2008-07,2327.58,1
917422663210,NaT,11615.18,0
917422796478,1970-09,3671.98,1
917422796478,1972-12,1995.46,1
917422796478,1975-03,412.63,1
917422796478,1979-01,775.69,1
917422796478,1980-05,6484.76,1
917422796478,2006-02,4569.19,1
917422796478,2010-03,7880.08,1
917422796478,NaT,8635.85,0
917426862057,1992-04,6186.29,1
917426862057,2000-06,4839.63,1
917426862057,2008-07,545.46,1
917426862057,2011-09,1399.54,1
917426862057,2013-07,7725.63,1
917426862057,2015-06,5241.93,1
917426862057,NaT,13128.84,0
917428156550,2000-03,1411.72,1
917428156550,2014-05,9215.54,1
917428156550,NaT,562.3,0
917432410914,1972-11,1218.59,1
917432410914,1987-12,6613.1,1
917432410914,2011-09,6695.54,1
917432410914,2011-11,4814.85,1
917432410914,2020-03,4439.49,1
917432410914,2022-06,3972.48,1
917432614422,1979-10,1360.72,1
917432614422,1989-01,6688.91,1
917432614422,2016-02,3608.11,1
917432614422,2017-04,5227.0,1
917449827559,1971-05,6781.06,1
917449827559,1984-07,6363.3,1
917449827559,1984-09,3906.92,1
917449827559,1988-12,9485.81,1
917449827559,2008-03,7316.37,1
917449827559,2010-05,7340.85,1
917449827559,2012-08,382.25,1
917449827559,2012-09,5424.4,1
917449827559,2023-10,5241.06,1
917450065086,1983-10,0.0,1
917450065086,1999-07,3083.23,1
917450065086,2007-08,5505.27,1
917450065086,NaT,6934.0,0
917461115950,1974-10,6692.35,1
917461115950,1975-12,8780.56,1
917461115950,1977-05,3950.33,1
917461115950,1997-09,5029.07,1
917461115950,2004-03,4581.05,1
917461115950,2020-09,2889.49,1
917463320861,1983-02,403.47,1
917463320861,2005-10,8903.88,1
917463320861,2006-01,4891.89,1
917463320861,2020-11,6807.26,1
917463320861,NaT,15676.34,0
917463957634,1975-07,3744.53,1
917463957634,1980-06,2693.43,1
917463957634,1985-09,1770.78,1
917463957634,1988-02,4069.11,1
917463957634,2009-05,2451.5,1
917463957634,2014-09,2756.63,1
917463957634,2022-07,3022.67,1
917463957634,NaT,15657.99,0
917472567340,1974-11,3733.81,1
917472567340,1987-05,4507.08,1
917472567340,2014-11,3796.37,1
917472567340,2024-12,7042.69,1
917472567340,NaT,6090.25,0
917479740208,1984-03,2420.55,1
917479740208,1985-06,469.58,1
917479740208,2005-07,5534.12,1
917479740208,2011-09,6883.48,1
917479740208,NaT,6978.2,0
917487878460,1980-03,9961.46,1
917487878460,1980-08,9805.37,1
917487878460,1990-02,7501.02,1
917487878460,2006-08,8650.62,1
917487878460,2018-12,6278.3,1
917487878460,2021-05,1618.77,1
917489087190,1973-06,6821.2,1
917489087190,1974-11,5143.75,1
917489087190,1983-05,9953.73,1
917489087190,1992-07,0.0,1
917489087190,1997-06,159.37,1
917489087190,2006-06,817.66,1
917489087190,2025-01,0.0,1
917489087190,NaT,6285.29,0
917493660313,1985-06,9435.69,1
917493660313,1994-03,3536.78,1
917493660313,2020-01,7475.14,1
917493660313,NaT,9580.04,0
917498098234,1979-01,6589.02,1
917498098234,1985-06,8757.81,1
917498098234,1987-12,169.39,1
917498098234,1988-01,8288.22,1
917498098234,2003-05,5201.39,1
917498098234,2009-05,8805.72,1
917498098234,2015-10,1319.63,1
917498098234,2017-12,1849.84,1
917503068227,1978-06,2777.24,1
917503068227,1983-12,8218.39,1
917503068227,2000-01,318.11,1
917503068227,2000-07,2976.03,1
917503068227,2004-08,8232.1,1
917503068227,2009-10,0.0,1
917503068227,2020-04,0.0,1
917503068227,2021-05,3891.31,1
917503068227,NaT,10314.66,0
917509834067,1992-05,957.68,1
917509834067,2024-11,3407.97,1
917509834067,NaT,9414.91,0
917512585138,1976-01,2814.68,1
917512585138,1977-02,4696.44,1
917512585138,1996-08,477.47,1
917512585138,2014-03,0.0,1
917512585138,2021-03,9455.98,1
917512585138,NaT,5657.67,0
917513206988,1992-02,3403.15,1
917513206988,2010-05,9968.69,1
917513206988,2013-03,6599.7,1
917513206988,NaT,14184.82,0
917515333350,1973-07,3970.38,1
917515333350,1975-10,1418.36,1
917515333350,1984-11,6263.74,1
917515333350,NaT,5430.94,0
917515672889,1995-05,7618.54,1
917515672889,1998-07,5115.25,1
917515672889,2001-02,356.17,1
917515672889,2005-07,7133.63,1
917518692176,1975-09,5724.3,1
917518692176,1988-08,9190.56,1
917518692176,1989-04,2120.24,1
917518692176,2004-10,710.0,1
917518692176,2011-06,2862.92,1
917518692176,2022-03,7161.85,1
917518692176,NaT,9255.33,0
917519038154,1976-12,6802.08,2
917519038154,1979-09,6092.54,1
917519038154,1984-12,3955.49,1
917519038154,1988-08,2978.36,1
917519038154,1996-09,0.0,1
917519038154,2012-02,3886.51,1
917519038154,2016-07,5464.66,1
917519038154,2022-09,3481.78,1
917519038154,NaT,9086.35,0
917521696479,1975-09,2119.06,1
917521696479,1984-10,9594.57,1
917521696479,1985-06,3485.17,1
917521696479,1994-02,0.0,1
917521696479,1996-10,1349.98,1
917521696479,NaT,11082.67,0
917523961606,1985-10,3032.78,1
917523961606,1994-04,6669.06,1
917523961606,2005-01,0.0,1
917524751277,1976-11,1813.57,1
917524751277,1977-04,4266.84,1
917524751277,1986-06,9979.75,1
917524751277,1995-11,5246.39,1
917524751277,NaT,4727.84,0
917533897596,2005-03,3102.92,1
917533897596,2023-04,9832.4,1
917533897596,2023-10,6375.05,1
917537965898,1975-02,6311.1,1
917537965898,1976-05,0.0,1
917537965898,1980-01,9962.28,1
917537965898,1988-07,4012.33,1
917537965898,1997-03,1957.32,1
917537965898,2003-09,5884.04,1
917537965898,2024-02,4028.82,1
917537965898,NaT,3428.62,0
917544167403,1985-06,9805.83,1
917544167403,1986-05,3157.99,1
917544167403,2007-04,4426.17,1
917544167403,2014-06,9610.91,1
917544167403,2019-04,2931.76,1
917544167403,2024-03,6607.56,1
917544167403,NaT,8468.779999999999,0
917547110201,1971-08,4513.34,1
917547110201,1986-12,4181.01,1
917547110201,2011-06,4721.55,1
917547110201,2011-10,4345.55,1
917547110201,2018-12,0.0,1
917547110201,NaT,997.71,0
917548058189,1972-01,9538.76,1
917548058189,1987-01,2905.62,1
917548058189,1987-08,9781.23,1
917548058189,1994-03,2764.66,1
917548058189,1997-08,4092.21,1
917548058189,2006-04,4743.05,1
917548058189,NaT,4424.02,0
917549748436,1986-07,4179.32,1
917549748436,1989-03,4867.57,1
917549748436,2000-05,9745.12,1
917549748436,2001-10,1363.03,1
917549748436,2015-04,8679.76,1
917549748436,2019-12,2748.39,1
917549748436,2021-03,1227.02,1
917549748436,NaT,7176.39,0
917554945552,1972-05,9294.32,1
917554945552,1985-08,7606.46,1
917554945552,2007-12,3521.26,1
917554945552,NaT,9999.56,0
917563267151,1975-12,6716.34,1
917563267151,1998-02,4712.66,1
917563267151,2003-11,4127.36,1
917563267151,2006-08,3861.9,1
917563267151,2015-11,2145.82,1
917563267151,NaT,7020.92,0
917570267413,1972-05,3825.86,1
917570267413,1973-10,9243.64,1
917570267413,1983-03,7015.23,1
917570267413,1988-03,6660.63,1
917570267413,2001-05,5099.56,1
917570267413,2012-06,3678.17,1
917570267413,2022-05,3592.14,1
917575659319,1971-05,3051.56,1
917575659319,1978-07,8672.21,1
917575659319,1980-07,298.87,1
917575659319,1987-08,8057.83,1
917575659319,1993-04,3095.49,1
917575659319,1997-06,8182.06,1
917575659319,2007-12,7702.66,1
917575659319,2017-03,1492.19,1
917575659319,2020-05,4394.85,1
917575659319,NaT,6591.56,0
917576038028,1975-02,770.79,1
917576038028,2003-03,2907.57,1
917576038028,2004-05,9344.9,1
917576038028,2009-07,1302.5,1
917576038028,2012-03,1412.62,1
917576038028,2013-09,9529.44,1
917576038028,2021-01,6830.62,1
917576038028,2021-02,4966.94,1
917578665411,1977-09,9852.82,1
917578665411,1984-07,2977.53,1
917578665411,1988-01,5256.98,1
917578665411,2010-04,9425.82,1
917578665411,2010-09,1795.7,1
917578665411,2017-11,348.35,1
917578665411,NaT,10026.11,0
917585770584,1973-09,9997.72,1
917585770584,1975-09,6196.28,1
917585770584,1978-10,7352.63,1
917585770584,1986-01,0.0,1
917585770584,1988-10,2629.38,1
917585770584,2012-04,2343.92,1
917585770584,2021-02,5498.77,1
917585770584,NaT,11454.779999999999,0
917593482331,1977-12,5095.87,1
917593482331,2003-09,5019.34,1
917593482331,2003-12,5925.83,1
917593482331,2023-04,1159.55,1
917593482331,NaT,14895.23,0
917597785308,1980-01,5817.75,1
917597785308,2004-06,9709.72,1
917597785308,2010-10,4053.18,1
917597785308,2015-02,4516.9,1
917597785308,2015-12,7920.91,1
917597785308,NaT,802.12,0
917603337351,1974-01,9386.01,1
917603337351,1974-07,1244.75,1
917603337351,1976-06,143.91,1
917603337351,1988-11,1037.17,1
917603337351,2005-07,4514.68,1
917603337351,2009-08,4036.58,1
917603337351,2018-06,8595.86,1
917603337351,NaT,22190.5,0
917604706474,1982-11,7174.87,1
917604706474,1988-09,805.64,1
917604706474,1990-06,360.91,1
917604706474,2014-10,3302.31,1
917604706474,2015-08,6973.72,1
917604706474,NaT,8679.1,0
917608297407,1970-05,4320.81,1
917608297407,1973-08,120.58,1
917608297407,1992-05,4397.2,1
917608297407,2023-09,9937.64,1
917608297407,NaT,7078.73,0
917612446667,1972-03,8120.2,1
917612446667,1977-03,138.34,1
917612446667,1997-02,6527.69,1
917612446667,2004-04,6976.82,1
917612446667,2013-08,6826.96,1
917612446667,2021-02,2636.94,1
917619924126,1973-01,7041.1,1
917619924126,1982-05,5497.0,1
917619924126,1989-01,9228.52,1
917619924126,1989-10,5684.38,1
917619924126,NaT,18665.97,0
917619930972,1989-09,3976.99,1
917619930972,2005-05,1341.92,1
917619930972,2006-06,4845.24,1
917619930972,2016-03,6405.82,1
917619930972,2023-12,6446.75,1
917619930972,NaT,4707.4,0
917626558140,1971-09,107.56,1
917626558140,1986-02,5443.01,1
917626558140,1996-06,4245.25,1
917626558140,NaT,2406.97,0
917627746667,1976-11,9475.55,1
917627746667,1992-11,210.64,1
917627746667,1996-05,3602.46,1
917627746667,2005-01,4703.53,1
917627746667,2006-04,9100.08,1
917627746667,2009-02,5872.36,1
917627746667,2016-11,5796.2,1
917628238707,1978-06,2676.19,1
917628238707,1986-12,8491.57,1
917628238707,1989-11,1551.27,1
917628238707,2001-12,2186.83,1
917628238707,2005-08,4425.6,1
917628980027,1976-11,8745.63,2
917628980027,1984-03,231.11,1
917628980027,1990-09,7969.22,1
917628980027,2003-05,1721.25,1
917628980027,2018-05,8954.94,1
917628980027,2022-12,4499.63,1
917628980027,2024-04,6409.65,1
917628980027,NaT,13527.27,0
917629748727,1981-01,1030.09,1
917629748727,1999-04,5587.1,1
917629748727,2000-12,4289.58,1
917629748727,2019-10,438.81,1
917629748727,NaT,6722.03,0
917632905061,1979-04,3455.17,1
917632905061,1979-10,5256.43,1
917632905061,1998-01,4944.26,1
917632905061,2015-04,5730.96,1
917632905061,2023-03,0.0,1
917632905061,NaT,9484.61,0
917635825546,1980-11,3069.25,1
917635825546,1997-12,1710.18,1
917635825546,2009-03,7269.2,1
917635825546,2012-11,9559.05,1
917635825546,2014-05,326.48,1
917635825546,2018-12,9935.06,1
917635825546,2022-11,2227.37,1
917637982876,1971-09,4381.21,1
917637982876,1974-10,7033.38,1
917637982876,1985-07,455.23,1
917637982876,1988-03,7850.66,1
917637982876,1999-02,3961.73,1
917637982876,2005-10,8963.28,1
917637982876,2008-10,9302.19,1
917637982876,NaT,17606.64,0
917644847276,1978-01,3992.79,1
917644847276,1983-01,6263.73,1
917644847276,2001-12,196.56,1
917644847276,2016-07,3212.29,1
917644847276,NaT,4953.33,0
917645272822,1987-04,9098.31,1
917645272822,2000-10,1003.71,1
917645272822,2002-12,8461.81,1
917645272822,2011-04,325.12,1
917645272822,2014-08,9384.15,1
917645272822,NaT,2338.05,0
917649910946,1972-10,1873.83,1
917649910946,1990-10,4674.88,1
917649910946,1995-05,728.85,1
917649910946,NaT,8800.95,0
917652244897,2000-04,1397.25,1
917652244897,2003-09,2151.76,1
917652244897,2020-09,6595.63,1
917664534549,1974-12,2435.85,1
917664534549,1998-08,9837.0,1
917664534549,2003-03,8600.88,1
917664534549,2008-03,4049.38,1
917664534549,2017-01,231.38,1
917664534549,NaT,6484.21,0
917668084889,1971-10,4145.31,1
917668084889,1986-01,3692.82,1
917668084889,1987-05,6442.79,1
917668084889,1994-12,5602.77,1
917668084889,2000-05,9640.99,1
917668084889,NaT,9228.41,0
917669192918,1982-07,6230.51,1
917669192918,1982-11,9576.84,1
917669192918,1984-03,0.0,1
917669192918,1984-11,2265.32,1
917669192918,2009-07,2802.7,1
917669192918,NaT,9035.33,0
917672790155,1996-09,0.0,1
917672790155,2023-05,6795.63,1
917672790155,2025-02,6813.3,1
917676848676,1971-09,9734.69,1
917676848676,1977-03,9155.18,1
917676848676,1981-05,5419.8,1
917676848676,1992-07,1433.98,1
917676848676,1996-03,7773.13,1
917676848676,1998-10,7298.4,1
